sentence,label
@mouxdh It used to be my favourite month but this ramdan I couldn ’ t really focus on anything :confused_face:,neutral
@TarekFatah Her kisi ko apni tarhna mat samjho ... khali nam k muslim .... tarak fatah itni chaplosi mat kero india ki …,negative
AJ ham military superpower hain . Economic super power ban rahe hain . Wo din door nhi jab ham bhi America aur Russia ki barabri karenge .,positive
@RubikaLiyaquat jab congress satta me tab to ye sawal aap logonke mann me nahi aaya aur jaise bjp aai to ye hindu m …,positive
@dhruv _ rathee gandu Bhai Ki jai Ho Angrejo Bharat choddo :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: Desne tumko pehchanliya dhruv rathi …,negative
Wahan se mansa devi ka mandir jo mountain ki cliff p h dikhta h,neutral
@foreverswm Happy birthday Ren ! I hope you have a lovely day ! :birthday_cake::party_popper:,positive
Wisg you a many many more happy returns of the Day @MathiTrichy Anna :birthday_cake::clapping_hands::musical_score::woman_dancing::red_heart: Ungaloda kanavugal aasaigal ellam niraiv …,neutral
@GulBukhari pakistan us ki vajah se toota tha jis ne 81 seats le kar 160 seats lene wale ko laat mar di thee aur vo …,neutral
@NewIndia _ RT @Pakistan _ firstt @Aas8isb @cricketworldcup Chutiya tum log ho,negative
@TheSamirAbbas @LambaAlka @meerutpolice @Uppolice avi inme appko musalman nehi dikhega agar koi hindu muslim ko mar …,neutral
@nitin _ gadkari @narendramodi Congratulations sir We are proud of you Whole nagpur is proud of you,positive
RT @sunita2318 :two_hearts: Good morning my sweet sweet papa @Gurmeetramrahim ji :two_hearts: :evergreen_tree: Plz bless me more sewa sumiran parmarth ka bal :flexed_biceps: ba …,positive
RT @Sukhdeepinsan56 PledgeAgainstCorruption Sant doctor @Gurmeetramrahim Singh Ji Insan vachn par Chalte uhu banking Sarkari Adhikaryoi N …,neutral
@Saurabh _ MLAgk Kabhi aana mandur logo ka paseena dekhne .. aise ac walo ka paseena na dhikhawo .. Don't shout .. PPL wi …,neutral
@pankhuripathak Congress party bhi media balo ko dhamki dete the . Khud ka jab government tha .,negative
@imuday02 @C _ H _ A _ R _ M _ I _ @Sweets _ rinky NaaiiiPata nai kaun hai,neutral
@NeptunesMonster Nahi nahi aise kaise .... uss ko toh koi aur kaam he nahi hai na .... its normal even id does not tex …,neutral
Chal be chutiye Jo Party in power ki mare wo kabhi bikau nahi hota,negative
RT @moniccabing @Hibooo _ @saimakramwriter i swear :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: kabhi arsal kamina lagta toh kabhi jiya,neutral
@ModiLeDubega Ye chor buddah Kyu chup chap nehi rehrakta hei rss walo buddah ko gaand maaro jail me rahkebhi khu …,negative
@abhaytsharma @Joya56656749 @Ram4505 @singhdheeru85 @tankarvind @VickyAarya007 Aapke irade theek nahi lag rahe hain mujhe .. :grinning_face_with_big_eyes::speak-no-evil_monkey:,neutral
RT @Miraj _ Gilani Jumma tul wida May this last jumma of Ramadan bring you all peace and prosperity Ameen . All my duas JummahMubarak Kee …,positive
@NupurSharmaBJP @nsitharaman Absolutely as we are looking for a NAYA BHARAT and all religions need to support it .…,neutral
Madam @SushmaSwaraj ji we always miss you as a videsh _ mantri,positive
@News18India tum kaam hi aaisa karte ho . Tumhe samaz me hi nahi aata ki politics me maun hi sabse bada hathiyaaar …,negative
City :smiling_face_with_heart-eyes::smiling_face_with_open_hands: Gaoun ka shoq bhot hai wo srf Pakistan tour me dkhne ko naseeb hua tha :pensive_face::crying_face:,negative
I love my job & my new house i love everything im doing right now ion think i ever been this happy in life,positive
Wish you good luck sir . Aane bale dino me @INCIndia ko bulane ka koi matlab hi nahi hoga . Jai Shree Ram,positive
RT @shona9493 @irandeeprai He looked so good in this t-shirt . I loved it . Iss bande pe har chij suit karti hai . He is just perfect . :fire::smiling_face_with_heart-eyes::red_heart:…,positive
My favorite captain Ms dhoni My favorite bowler Zaheer khan My favorite Batsman The virat run machine kohli My …,neutral
@i _ agent101 @zfebrahim :smiling_face_with_sunglasses::Pakistan::smiling_face_with_sunglasses: True Very True :smiling_face_with_sunglasses::Pakistan::smiling_face_with_sunglasses: This Called Awareness ALHAMDULILLAH 70-Saal say koi Pochhnay Wal …,neutral
Nhi sahb wha to congress sarkar aisa to hota rahta h secular sarkar me BJP ke rajya me ho to btana,negative
@MamataOfficial didi Joy Shri Ram . Sikho Modi bhai'er theke chowkidar chor hai bole bole ekta jotkate Congres …,negative
@SanjayAzadSln @GautamGambhir Kya galat kaha ? Maane tum do kuttey kisi par koi bhi blame lagaye aur woh tumhari baj …,negative
@narendramodi aadarniya modiji dusri paari ke liye bahut badhai aur shubhechya Aapke sashakt netrutav mea desh au …,positive
@kalmanacpk @AjaySos14 @DennisCricket _ Hamare mulk mei log khush hain .. tumhe sab acchi bato mei sirf buri nazar aay …,negative
Apni smjh ka upyog agar nhi kiya to jo galati old generation ne ki wo hi repeat hoti rhegi . Hindi से Hindu jaag gya …,neutral
@RanaAyyub Bhai kya 3rd grade ki uraat hai .. iske maa baap bhi isse pareshan honge ... khati india ka gaati pakistan ka hai .,negative
RT @yusraxxx My Eid selfies are already ugly I can feel it,negative
@Riteishd @SirPareshRawal Bhai politics ke chakkar mein yeh apna naam mitti mein milara hai isko samjhao people …,neutral
@officialxSjg cheer up mah men !! we're always here for you !! we lav yah budday,positive
@ANI Where are the Hindu haters @ShekharGupta @DeShobhaa ..they don ’ t criticize / report this nonsensical behavior of Deshdrohi dodo ?,negative
@BeingSalmanKhan Bhaijaan please please please please please please help me sir ji please mein apka bahot bahot bad …,positive
@waglenikhil Rotudu Wagle ...... ha ha ha . I am enjoying this even more than I enjoyed the election victory . Parasite …,positive
@MaryamNSharif O Teri khair Fair bemari Shame on all of u,negative
@kamaalrkhan @narendramodi Bin pende ka lota tere jaise aadmi ko hi bolte hain bhagode saale smuggling kar ka …,negative
@ChMSarwar Governor sb . ye is ghareeb mulk ka pasia ha . kisi k baap ki jageer nahi . apney personal expense pr kabhi itni khairat ki ha,neutral
@apnarajeevnigam kya hua sir result k baad apka koi video nahi aya .... Rally or tv debate nahi ho rahe hain to cont …,neutral
Still when I watch this episode with my mom she says No one is like Shah Rukh @iamsrk :purple_heart: I believe You rule ov …,positive
bakwaaas there is so much love in friendship people forget that,neutral
@hayyat89 @buraqsabri @i _ Roshanii AP Kahan ai apko andaza nhn Hy AP face kro hum mahir hen yahan boongiyan marny m,neutral
@DrJitendraSingh namaskar sir ji . Mere aur se aap ko ek requst hai lakhnpur se satwari chowk tak street light ka ka …,positive
@tsrawatbjp Badhai ho sir U r congratulating everyone hum aapko badhai dete hai only 1021 days till next electio …,positive
@cricketworldcup @MazherArshad ICC ko walon ko waqt se pehle hi kisi ne bata dia tha Wahab Riaz wc khele ga :winking_face::winking_face::winking_face::winking_face:,neutral
RT @BadGirlsClb Idc who you are once you start fucking with bitches I don't fuck with youexactly that .. A bitch I don't fuck with :writing_hand_medium-dark_skin_tone:,negative
@AvniiCutie That's why you are surrounded with mental hospital un bad luck ka band bajane ko :face_with_tears_of_joy::face_with_tears_of_joy:,neutral
@MLArajeshSP @kaur0211 @jaunpurpolice @Uppolice waise yadavon ne bhi is bar bjp ko jitane me koi kasar nahi chodi .…,neutral
Jummah Mubarak On this blessed day of Jumu'ah in Ramadan give the Gift of Education . Make a difference by start …,positive
RT @reycmeup My UNMe heart is so happy rn ! Love u both ! ForeverWithUNB :loudly_crying_face::sparkling_heart:,positive
@RubikaLiyaquat Rubika ji .... Congress ko 140 se 150 ke kareb seet milenge sbse best news chennal abp news :face_blowing_a_kiss::smiling_face_with_heart-eyes::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:,neutral
RT @htng A couple of days ago we helped CHTA (@Hospitality _ now ) open up their Future Travellers 2019 event in Shanghai . It was great to h …,neutral
@narendramodi Jaise suraj k prakash se sare sansar ko roshni milti h vese hi hamare PM modi ji ke donara PM banne …,positive
@kabhilash02 My ass torned today boss . N m drinking in sadma Sare option seller saale fraud hai mc bc . No one poste …,neutral
Wo jisne ankhon ko suroor bakhsha tha Wo jo sabse juda tha Wo jiska na koi Khuda tha Wo nadan bada bura tha Wo neen …,positive
RT @chitraaum Today is s Historic Day for our Country Delhi High Court issues notice to Central Government & Law Commission of India on P …,neutral
@narendramodi Good morning sir Have nice day . Apko abhinandan app ne chunavo jitne k li a 5 month se hamare gavo …,positive
@aabed _ nawal You don't need to thank me dear . You are such a lovely person and I'm so happy that you are well jus …,positive
@acchi _ bacchi Hey just see your account ek dum celebrity wala lag raha hai :victory_hand::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,neutral
@brumbyoz lol . Why are you fighting me bro . Talk to Darululoom deoband . Hadd hai . Mujh pe gussa nikaal rahe ho . J …,negative
Ye kaafi hai ki ham dushman nahin hain Wafa'dari ka daawa kyun karen ham – thinking about Something,neutral
RT @Nycto0 _ phile 670 uh are my oldie goldie frnd :cherry_blossom: uh are gem :gem_stone: life me hmesha khush raho :red_heart: cutest and loyal person ever :hundred_points: hmne kafi acha …,positive
RT @OfficialAlisah Thank you so much Lord God for everything ! Please help me to remain focus on what's my main purpose in this life AMEN !…,positive
Congress be like ” Jao ja ker kah do Godi media se Cong waalon ne paagal kutton ke saamne roti daalna bandh kar di …,negative
@AyeshaAgenda @Abubaka47968814 Han to jo freedom uske ghr wale allow krte han unke liye to wohi freedom han isme ma …,neutral
@PTIofficial @mophrd @sayedzbukhari @AonAbbasPTI @GSKhan _ Official Yeh hay Sacha Khan Hamara PM Jis nay Ramazan e Ea …,positive
Nafrat Ki Duniya Ko ( Video Song ) | Haathi Mere Saathi | Rajesh Khanna & Tanuja,neutral
@INCIndia Rassi jal gaya lekin aithan nahi gaya ..@RahulGandhi ..52 hi Kari ho bjp ke liyeinch inch ki ladai karoge …,negative
@Imk _ sonu @AtifBjp @rsprasad Bjp ne more than 15 tickets diye the ek ko bhi vote ni diya tum logo ne vote doge cong …,negative
@sherryrehman Ohh bibi ki choti bibi larki bol larki Oh BC hum danda dengy jo Pakistan ka paisa khaya wapis kro Ku …,neutral
@Hani _ prasad @dusad _ anil @mangeshkarlata Aur jo do britishers ka murder case tha woh bhul jaoge tum ghatiya log ? Lo …,negative
@Shivang34461361 @PrakashJavdekar @DrRPNishank Inse koi bhi ummid nhi ki ja sakti ye sarkar rozgaar dene ke mood me …,negative
@mubashire _ ali @mushtaqminhas Es tarah se Hindu aur Musalman me koi difference nhi hai kyonki dono hi Allah and his …,neutral
Pakistan team ki WC2019 ka squad FOR SALE jitny marzi paisy lagao or lejao :skull:,negative
@narendramodi namaskar sir ji dusari baar pradhan mantri banane par aapki hardik badhai Sir hamaare gaaw me lite nh …,positive
@mamata _ for _ PM MAMATA JI AAP SAHI BOLTE HO JAI SREE RAM RAM KA NAAM LO AAPKA JEEWAN SUDHAR JAAYEGA JAI SHREE RAM BO …,positive
@MajorPoonia @sherryontopp Jayega Siddhu Rahul ki aur se Shanti ka prastav lekar ke is bar hum aapk modiji se nahi …,neutral
@TheIndi56187484 @prasamm @BlahBlaaaahhhhh @ArvindKejriwal @arunjaitley Urine Drinkers Teri Maa Pakistan gai thi tere ko paida karne :smiling_face_with_sunglasses:,negative
RT @N0t _ ur _ Bae Every school time love story mai bndia are like bndy ko dekhty hi chips ur lunch Wgera thusna bnd kr deti hai jissy wo atte …,neutral
:sparkling_heart: Good morning my sweet sweet papa @Gurmeetramrahim ji :sparkling_heart: :two_hearts: Plz bless me more sewa sumiran parmarth ka bal :flexed_biceps:…,positive
RT @iaarushkumar @Bas1Kingg @akshaykumar @mrsfunnybones please akki ko choosna band kro Let him gain some weight Kya halat krdi h choos …,negative
Accha hua yehi bet rakha aur Kuch Nahi rakha :face_with_tears_of_joy::face_with_tears_of_joy:,positive
Good Night Mr . Khan :cherry_blossom: Have a peaceful night's rest and sweet Dreams . “ May Allah accepts your duas & ibadat and bless …,positive
@narendramodi Jis world's largest @AyushmanNHA Bharat to the rescue eases a poor family's pain all the way It's no …,neutral
@EkAbhijeet @ujjwalanand007 Abey khud apni gaad kyu marwate ho Self troll hote ho,negative
Modi is desh ke liye abtak ke sabse best prime minister hainHamare desh ko aisa hi Pradhan mantri chahiye Jo sabka …,positive
@Ra _ Bies Is Baba Barkha Bangali Driver Wale you are talking bout . Bahut pahuche huye baba hain .. sorry the .. Ministe …,neutral
mhagadhbandhan bhi barabri bhi nahi kr pa raha hai bjp ki Werdict2019WithNews18,neutral
@gary _ agg As Manyata in Sanju movie He is harmless,neutral
@farah17khan @AnupamPKher Aap ko kiya milla BaBa Ji Thullu :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: BJP PARTY ALL WAIS GOOD PERFORMER BT Some dirty people have BJP bacteria :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,positive
RT @Emren _ Mustafa Just read “ Jab dil ko lagti ha tab h dil Khuda se lagta ha ” and it ’ s 101% true in my opinion .,neutral
@cmohry Naib tehsildar paper doobara ho yahi maang hai students ki,neutral
@ASMAT968 ha bolt action rifle ki zaroorat ha bc jn kapooro ny kuch samjha hi nai hua :face_with_steam_from_nose::face_with_steam_from_nose::face_with_symbols_on_mouth::face_with_symbols_on_mouth: is tweet ko rt dy,negative
Sar Jhuka ke duaa karte h ham bhai :red_heart::grinning_face::smiling_face_with_heart-eyes: aap apni manjil ko pae aagar aapki raho me aae kabhi andhera :smiling_face_with_heart-eyes: to khuda roshni …,positive
@virendersehwag Baba ji World Cup daikh rahai hain,neutral
@ARYNEWSOFFICIAL Good idea ... Allah kre is jali currency se pore ummat e muslima ki jaan chote :folded_hands:,positive
@Rohitsahota007 @foxstarhindi First space movie hai bc aur ye bc ek poster nahi de rhe Launch se lekar mars ke ch …,negative
@PiyushGoyal @narendramodi @sureshpprabhu Apko bahut bahut badhaiyaan @PiyushGoyal jee we hope kee hame traino me …,positive
Good morning to all Ab kya humhra transport itna kharab ho gya ki khali bus hone k bad bhi wo rokte nahi hai DTC a …,neutral
@vijaita What do u mean tease . U mean in india we can say Jai Shri Ram,neutral
@hardikpandya7 best wishes for world cup and Eid Mubarak to you from MUZAFFAR Hasan National general secretary LJP …,neutral
@hafsahahahaa Achha hi hay samajh nahi aati .... Just enjoy the music,positive
@narendramodi AK aap hi hai jo hamare har mahapurus logo Ko yaar karte hai aur unki unke punyatithi k sath bahut se …,neutral
@dibang ABP ne ab Khel sampadak Bana diya kya ya maalik ne khabar per bolne se mana kar diya hai . Sara Desh chunav …,negative
@rssurjewala Abe bhadwe ye gandu nehru desh ka sabse bada gaddar tha sala Buddha ek no ka ayyash tha sala iski vaje …,negative
@aajtak @yadavdimples Aaj Tak to waise bhi bika hua hai Dhang ki news tumhe dikhani nahi hai DalalMedia ke sartaj …,negative
Matlub Pak team is trolling their own PM .. 100 % kaha thaa weh 105 me hi all out ho gaye .. koi ijjat hi nahi hai inki :loudly_crying_face:…,negative
@ashutosh83B Modi ka gungaan hota h kyuki unhone aise kaam kie h aap itne kyu jalte h Modi ji se jara iska bhi khu …,positive
Chand Chhupa Badal Mein | Hum Dil De Chuke Sanam | Salman Khan,neutral
made Tamil Nadu style mutton Kothu Parotta with onion raita it's damn good the secret is to start by tempering …,positive
@sameens89 @Saj _ PakPassion Are maae Dua kar ta Pakistan khaty ta jan chutti 92 j world cup ma,neutral
Woke up to this very beautiful feature .. thank youand special thanks to Sanjadul Islam Sa …,positive
@lawangin0786 @marvisirmed @Aliwazirna50 @mjdawar Hahah nice joke Insha Allah now forces will give danda in his ass غدار وطن خنزیر,negative
RT @pkg _ lonewolf hum apki kami bahot khalegi Sushma ji apne jis garima aur sahanubhuti ke sath pichle panch saal bharat ke videsh mantri …,positive
@MirMAKOfficial Hahha YE narrative to @Asad _ Umar sb aur PTI walon na start ki thi k halat bahut kharab han :thinking_face: aur y …,neutral
RT @Maheshk00844065 @AshokDa93408331 Sant Rampal Ji Maharaj se Diksha Lekar Nasha Mukt Hoon aur apne Jeevan Ka Khushal Zindagi Jiyo Duniya …,positive
@narendramodi 130000000 logo ne congress ko vote kiya he 220000000 logo ne BJP ko MATLAB har Parliament me 200000 l …,neutral
RT @Big day on the charts today for “ I Don ’ t Care ” by Ed Sheeran and Justin Bieber ! >1 on iTunes Worldwide >1 o …,positive
RT @SurajSo98459373 @UngraduateG Ayush bhai aap Befiker hoker acche se sojao . Aapka channel fir se wapas aajayega .,positive
@TheSamirAbbas Ab hamari raksha to bhagvan hi kar sakta hai q ki jahan ka system & sarkar hi aaropiyon ko bacha rah …,neutral
@ShekharGupta @VatsaAditi @ShekharGupta ..... Tum kitne baade MC ho iss artilce se saaf hai .. bc ek ISI ke agent ki …,negative
@HipPop __ I hope drake and Chance was never a debate ... ppl be acting up on this app tho so idk :loudly_crying_face:,neutral
wow so fuck me huh :face_with_tears_of_joy: my dad rlly buying my sis a brand new whip bitch can't even drive :woman_facepalming_light_skin_tone::face_with_tears_of_joy:,negative
@sejalkulkarni21 @RanaAyyub Filhal Poora India Handkerchief apna sweat pooch raha hai Dont worry 45 ° C temperature mubarak ho :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,negative
@ImranKhanPTI Best wishes to all of you from me ! Fight with sporty spirit ! But jitega to India hi !,positive
Kejri has also recd the invitation for the PM ceremony and is very excited about it . Chutiya ke haath mein jhaadu thammanewaale hai !!,negative
@AhmerNajeeb bachpan s ly k ajtak is team ka yehe randi rona dekhty aa rhy hyn k ye hamesha possessive khelny lag j …,negative
A movement that makes every indian proud ... Jai Hind ... vande mataram :India::India::India::India:,positive
Manmohan Singh being considered for party presidents post Ek chuppi hazaar baton se behtar hai usse badhiya udaharan nahi ho sakta,neutral
@rabi822 Anokha ladla ha bacpan sa waziraazam bana ka shok tha jo ka ab select ker ka pura kia gia ha naizi sb ka,neutral
@nascar _ opinion Soory but thats not fun it's sad IMHO the play of format is stupid !!,negative
@AskAnshul agar in ko baschale to bangal me ek bhi hindu ko rakhne ka ijajat nahi degi e danga bharkane ka koushis …,negative
@TimesNow Oath hote hi Plaible media apna agenda lekar chalu . Bantaware ki Rajneeti rajneta Kam aur media vale jyada karte hai .,negative
Bilkul Sahi bole ratnesh bhai chor chor mousere bhai TheOfficialSBI inhone to replye dena bhi munasibh nahi samjha .…,negative
St @Gurmeetramrahim ji Insan papa g give us gud health tbyat khrab ho ri h or kl exam h papa g bless me exam prepa …,positive
@TimesNow @NairShilpa1308 Ye to opposition ki purani chal hai . Kuch nehi honewala isse .,negative
@narendramodi @Azali _ officiel Greatest person modi ji aapko jeet ki bahut bahut badhai pr sath m ek request h ki ku …,positive
@RaisinaSeries Amit shah ko home ministry se kam milega to iski tauheen hogi isse km to milna hi nhi chaie,positive
Aapka charitra hum sabke lite adarsh nav Bharat ki or koti koti naman,positive
My sister waking up at 1100 AM and then sleeps again at sharp 1230 PM says me ; turn off the light shut the do …,neutral
RT @LUCRETIAUG1 SISTERS BY CHANCE FRIENDS BY CHOICE :women_holding_hands::women_holding_hands::women_holding_hands: I love you girls @aamaal __ musuuza @maya _ musuuza :hibiscus: TYRA MIREMBE . :hibiscus:…,positive
RT @Sukhjaykumar1 PledgeAgainstCorruption @Gurmeetramrahim Good afternoon guru g . bless us and give us power to do more and more Sewa S …,positive
@ratihegde @aimim _ national @asadowaisi @aimim _ national agli baar apkibhasha mei Musalman Mind Bhi Rig Ho JaegiAur V …,neutral
@Xadeejournalist Zaidi saab ap bhi apni day k binyad rakho agar asa buntadain rakhi jati to Shame on you,negative
RT @mohitsaini7915 OneSolutionToEveryProblem Gud morning Sai @Gurmeetramrahim ji Bless everyone with maximum sewa Simran Parmarth And S …,neutral
@jewar _ airport Vimlesh ji .. Yeh Apna vada nahi nibha rahe . Pehle Kaha ki .. If u purchase any land will be stamp dut …,negative
Me nahi manti is election me bjp ki jeet ko me nahi manti modi ko desh ka pm evm me hera feri kar k jeet hasil …,negative
@Bougainbilli On Dalmatian coast ) Croatian kutta hai bada wafadaar ;),neutral
@BBCHindi is dogle ko kabhi bhi bjp me samil nahi karna chahiye waise to bjp khuda hi samajhadar haiisne gujrat el …,positive
@imAkbarOwaisi @asadowaisi Mubarak Bhaijaaan all wishes from jammu jndk allah bless u,positive
Good morning pita ji .. Dhan dhan satguru tera hi aasra .. plzz make my day happy n simranfully ... @Gurmeetramrahim,positive
@hellwala Sardar ho kr sharab ka apman . Ye to punjab me mini dharm hota hai . Religious sentiments hurt krne ka case banta hai idhar . :expressionless_face:,neutral
@manakgupta Agar Ram ki izzat karte to mandir banwate Ram ka thinana mandir me na dekat gali kuche me post card …,negative
Congress thought they will keep loot India but they are surrounded by more worst kind of corrupt tycoon who will lo …,negative
@Tejasvi _ Surya love u sir :smiling_face_with_hearts::smiling_face_with_hearts: this is the right way to Shame this anti-national scum @waglenikhil and wagale u r ask …,negative
@SearchUser _ same :face_with_tears_of_joy: did you watch the BET ON ME perf ?? The choreo is kinda sexy but it fit Shihyun so much,positive
Padhega india badge india,positive
@nehabansalbjp Baki abaadi ka bhi % nikal ke bolte tho achha lagta . Why polarising ? Better shut for 5 years ..,neutral
@DennisCricket _ god bless u dennis i wish u recover well from your mental illness most negative and chutiya …,positive
@leelamshawarma Heheleela !! :red_heart::red_heart: The book fair brings a lot of memories mn :crying_face::pensive_face::raised_fist:,positive
Remember what ever bad happens to you Your mom will keep yelling at you like - * Sabh phone ki Wajha se hua hai *:man_facepalming_light_skin_tone:,neutral
@narendramodi Congratulations sir Hmlog ko apse kafi ummid h Ap k sath Sare indian h Jai hind jai shree Ram,positive
RT @ItsRaviD @VishalRC007 @Iamrahulkanal @BeingSalmanKhan @aliabbaszafar @atulreellife @nikhilnamit @itsBhushanKumar @bindasbhidu @Bharat _…,neutral
RT @Hyundai _ UK We ’ re giving you the chance to WIN one of three BTS signed albums ahead of their performance at Wembley this June . To en …,neutral
RT @ReelLifeProdn Aithey Aathe Shaadi Anthem of the year ! Can ’ t thank you all enough ! AitheyAaSong @Bharat _ TheFilm @BeingSalman …,positive
Happy birthday dk bhai :birthday_cake::party_popper::wrapped_gift::party_popper::balloon::crown::birthday_cake::party_popper::wrapped_gift: aapko Meri taraf se janm din ki bahut bahut sari shubh Kamnaye,positive
Congratulations @AmitShah Sir ... Party ki sangathan me aap ko bohout miss karenge Sir ...,positive
RT @Aneei7 Nandani manik tum yanha kyu aaye Manik ager main nhi ata toh Nandani ager tum nhi ate toh surprise surprise rahte lakin tu …,neutral
RT @khushi _ kadri2 Mauka Mauka Mauka ..... INDvPAK PAKvIND CWC19,neutral
Jailtly ko lene ka pressure Modi pe bhi bahut hai Bahut kam padhe likhe log jeete hain Kya karen sunny deol nahin …,neutral
RT @bxreerah why tf are people still using abbreviations for every word ? “ wt iz ur prlm ” bc kitna time bachate ho in harkaton se,negative
@Belyk _ pakistani Behas k mamle mein to abu shalwar apne baba ko nahi bakshta,negative
DostonAssalaam o Alaikum . Good Evening . aap jante hai hindutva wadi sangthan ko Jay siya ram kahne se keyon parhez …,negative
@SrkSaksham @abhiraj1717 @utsavrk Teri G ku jalri h Tujhe mtlb ? Katrina maha fuddu actress hai aur ye admit krle,negative
RT @izzilham67 Me i dont like her Me i dont like her Me i dont like her Me i dont like her Crush hi Me ya allah j …,neutral
@Salmans _ Bae @priyankachopra Sali apne buddhe ko sambhal Ab marne ki umar me kya2 karta hai sala criminal plastic …,negative
RT @flawlessbts __ it ’ s your birthday girl in her dress . in the first picture i felt awkward so i covered up my face :backhand_index_pointing_right::backhand_index_pointing_left:…,neutral
Ruko isko mai reply deta hun abhi gayab ho jayegi :face_with_tears_of_joy:,neutral
@akm42561907 @MadhuTr33874906 Toh Main Usko read karne ke bad un girls ko sorry bola Lekin kuch boys unke sath Aak …,neutral
