sentence,label
 October release.. Aa.... November aachu daaa,negative
 Saaho oda remix ah shakthi man ah,neutral
 1000 varusham aanalum bat parody tha panna mudiyum copy paste Panama.. suyama yosinga dir...tat too with sk..shi*,positive
 Trending no 1 in Singapore Steady la,positive
 2:01 to 2:13 dialogue for bigil,neutral
 1st Indian movie made like a Hollywood movie...,positive
 Any idea about 8.8k dislikers? :thinking_face::thinking_face:,neutral
 Asuran padam style la sollanumna.... Yennaya trailer eh ippudu irukku,negative
 Endhira logathu sundariye video song kettu vanthu trailer partha vanga like podunga,positive
 Best of luck from prithviraj fans kerala,positive
 Iru  mugan fans hit lyk,positive
" Dei, ennada,.. 'CONAIR' padatha kavuthi pota madiri iruku unga 'KAITHI'\r thiruttu payale Lokesuh????????!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",positive
 Dislike ethuku da poduriga . Teast ellatha people...,neutral
 release dis film in kannada version..,positive
" V for Versatile , V for vikram",positive
 мaѕѕ  waιтιng ғor  ԹҽԵԵɑ,positive
 Idhu tamil padam mathiriye theriyala wow,neutral
 Atleast indha super hero padamachu makkal support panuvaanganu nenaikuren....sk at his atmost best..alwayss masss,positive
 Thalaiva super .vazhdukkal sangkar sir .&  2.o team,positive
 Padipa matum namma kitendhu eduka mudiyathu  looks another raw film from vetrimaran,positive
 This is true... Semma mass vikram...... :call_me_hand::call_me_hand::call_me_hand::call_me_hand:,positive
 Va thalaivaaaaa trailere evalo maaasu unna antha screenla pakumbothuDhanush blood,positive
 ayyoooo alagu alaguuuuu thalaivaaaa love uuuuuuuu sema handsome thalaivaaa,positive
 Idhan da Acting ! Kola Mass ! Saar!,positive
 Indha Mari Thalaivar pathu rombha naal Aachi get rajinified .. pakka mass trailer,positive
 trailer dra perula padathayea kaatita epdiiiii,positive
 Semma semma semma semma semma semma no words vera level,negative
 tamilrockers irukkum podhu namakku yenna bayam.....haha..,neutral
 definitely  telungu fans tha first pidikum sollirukan intha lusu.....ivan padatha theatrela pakama tamilrockersla papomnu solravanga ellam LIKE podungoooo,neutral
" SUPER STAR RAJINI MASS ...SHANKAR & TEAM , GOOD WORK..",positive
 Super star amazing i m waiting,negative
 Ena da bgm ithu yuvannnnnnnnnn rocksssssss,positive
 Next Level To Tamil Cinema Thalaivaaaaa Kalakiteenga,neutral
 Naan ellam lungi katyikit ooditta thalayadich veezhuva aanaaal !!! Evan sadharana manithan illey :star-struck::star-struck:,negative
 Thalaivar fans alert: petta trailer social media share panni view and like etanam.,neutral
 Yevanavathu Yuvan BGM pathi pesurangala nu paaru..,neutral
 Namba pasanga mass kattitanga crash agi trailer nikuthu,positive
 Intha kelattu naaya inthamari pathu rombha naalachu. Nalaarkuda trailer.,neutral
" Hit,Bigil=like       Kaithi=dislilike",neutral
 Dark knight trilogy key tough kudukkum polaye padam..!!,neutral
 Enga thalaivanna summava  Ippo paruda indha Kaali oda aatatha  Kaala mudinchu Kaali ya vandhirukaruda,positive
 2. 0  movie fans Like button Like now,positive
 Intha trailer partha piragu chiyan fan nu soldrathula perumaiya irukku.... Chiyan mass.....,positive
 2:20 pattaayaa kellepuraaru thalaivaru... movie going to awesome..,negative
 I'm thalapathy fan....romba nal kalichuu thala kku nalae padam varaee.podhuuu....manasukku ipodhaa sandhosamahhh irukkuuuu.....,positive
 10 times mela paathavanga mattum like pannunga,neutral
 Sethu anna Voice  Thalaivar Entry   Kolla Gaandu la irukan Epo varum oh nu,positive
 Maasu maranam tough uh tharanum athuku ivantha poranthu varanum ....,positive
 Action padam like pani pakravangalku kaithi goosebumps guarantee,positive
 It looks like telugu movie rangasthalam,negative
 Anyone after Darbar Chumma Kizhi song,neutral
 Thala yada dialogue delivery sema mass Vera level  goosebumps overloaded,positive
 First view and first like by selvam,positive
 Flamboyant Look - Superstar Rajnikanth,positive
 He is vera level lu bro,positive
 super trailer rei adhu radhiya iruka movie epadi irukum....,neutral
 Rajnikant fans hit like   Love from Maharashtra,neutral
 Maranam maasu maranam tuffu tharanum athuku Avan thaan poranthu varanum....,positive
 Fist ever fan made song for 2.0,negative
 Petta blockbuster avum nu solraavnga like podunga,neutral
 Akshay kumar 1st dialog olunga kekala... Ennadu paah adu ??? Cell phone vechu irruka ovovruthanu....????,neutral
 Aiyo namba mind vera angaya poguthya Sivakumar :rolling_on_the_floor_laughing:,positive
 I love Vikram movie s as kannadiga,positive
 Trailer la nallathan da irukku padam mokkaiya illama iruntha sari,positive
" It seems like mixing of aadukalam,paruthiveran,and pariyeram perumal.",negative
 Any one here to check likes after bigil 1.5 million likes,positive
 Yuvan Shankar Raja nailed it  Bgm vera level  Love you Shankar Raja,positive
 Movie superb  SEMA movie ....,positive
 Ennada trailer loose uh koodhi maari itukku,negative
 Adiye Meera ni vikram vedhala Madhavan kuda nadichavathana athan un nilama ipdi..,positive
 Super.... Super... Super... Super.... Super... Super..... Superoooooooooooooo... Super...,positive
 Yendala like picha kekkuringa,negative
" Vettu kuthu thavirthu vera mathiri story varadha, vetrimaaran., Ketta vartha illadha varaikum happy..,",positive
 Nerkonda parvai vetri pera vazthukal by nadippin nayagan surya fan,positive
 Sirappana tharamana sampavankalai inimedha pakka pora,positive
 Marana waitinggggg for another irumbu thirai,positive
 Nall cartoon padam sankarte sarakku illaiyo,negative
 Waiting for Thalaivar in darbar pongal,neutral
 Epdithan super star matum intha vayasula ipdi irukaro semma,positive
 THALA PERFORMANCE PINITAARU!!!! MAVANE NAMMA NAATUKU INTHA PADAM THEVA!!!! AUGUST 10TH THERRIKKA PODHU!,positive
 Ena Da bomma Padam eduthu vachirukeenga,neutral
 Mass ah ellama mechured ah actpanirukaru thala ana athuve bayangara mass ah erruku,positive
 Semma but teaserla ulla punchu ithula konjam koravutha,positive
 Lv u...... Vijay Sir          From Karnataka,positive
" Pwoli pwolii . Dhanush, vetrimaaran, Manju warrier :sign_of_the_horns:",positive
 1:36 *thaa enna look-u daa saami  That bgm lit,positive
" Intha trailer kum dislike poduruvan lusu koo,‍‍‍",negative
 Seems to be similar to Malayalam movie chinthaamani Kolakkese,neutral
 Last tamil subtitle yaaru rewind panni padichinga like podunga,negative
 Pangalingala rajini fanpannuvaaru thalaivar banner kilichavangaluku padhila Nan sorry ketuten neengalum mudincha ketudunga,negative
 Chennai la booking start aagiduchu movie ku,positive
 1:03....rajini appa unga stylukku innnnnnnaaaa kuratchaal...ever stylish ...no one can beat you style.,positive
 Kaithi trailer ah paarthutu Thalapathy 64 ku Verithanama wait pandravanga like pannunga,negative
 Sridevi Daughter Khushi Kapoor Met Ajith,positive
 waннн waннн waннн тнala тнala тнala   enge тнala nale мaѕѕ тan..  ѕeммeeee,positive
 Inniki target reach panniduvom Nalaiku nammaloda target 11 million views,positive
 Thalapathy64 lum vera leval ah erukkum polaye.....!,positive
 Trailer la Yenna pudikalanu dislikeexplain pannuna nalla irukum,positive
 I think its chindamani kolakkes malayalam  remake,neutral
 Haters tommorow evening Sambavam irukku Kaathirunga,positive
 Rajani sir going to be old style padayappa style:sign_of_the_horns:,positive
 Bigil marana waiting panuravanga like panunga,neutral
 komali rasini vesam pottu tamil ilichavayangala ematharan,neutral
 Entha padathalaum vivazya pirachana solraga pola oh my God,neutral
 Thaliva ni vera Laval... Love you anna,positive
 Pattaya kelapitey Siva!!!  Awesome!!!,neutral
 Ethir paartha alavu ila .. sadness,positive
 No 1 trending innum Konjam nerathu la vanthurum,positive
 Allandu sillandu fans lam odiru....this is rajinism...,negative
 this time naata vittu odurathu uruthinu nenaikiraen.,positive
 Vayasanalum unga style azhagum innum marala.... Thalaiva roxkzzzzzz,positive
 Fdfs ku poravaga like poduga,neutral
 Chutti tv paatha maathire iruku,positive
 Simran look paaaaa.chance ah illa so cute,positive
 Kola gaandu la irukaen padam paaka,positive
 Le Batman: I quits my job,positive
" Even Being A Citizen Of Andhra Pradesh,I Am Proud To Be A Die Hard Fan Of Rajini! Marana Mass.",positive
 God of bgm Yuvan mass Yuvan gethu  Yuvan bhaktargal hit like,positive
 Marana Mass vetri sir & dhanush sir I am waiting,positive
 Thala ellaa dialogkum sema mass ah iruku,positive
 Thala fansna sumava Sema union PA..... Pullarikuthu,positive
 Taramaana sambavam pongalukku irukku le,positive
 pongal rece la yaru win pannuva? likeviswasam,positive
 Gv prakash Pei aatam potrukaru... Indha Gv ya than ya Nanga edhirpakurom...  Use earphones,positive
 YouTube Ange view illa like varuthu,neutral
 BGM therika vitirukaaru yuvan vera level ajith,positive
 vijai fans + Thalaivar Fans Meet pannalama Ready start 1 2 3,neutral
 Kaithi trailer yen trending la varala,neutral
" Padam trailer mooka, padamum waste Insulting amitab  Poi sethu thola da ajith sunni",negative
 Thala pola varuma enga thala pola varuma  Thala pola varuma Thala pola varuma,positive
 My aim is lawyer but enala aga mudiyala sila karanagala but En THALAya antha lawyerla pakkurapa romba happyyyaaaa iruku,positive
 01 ON trending in sri lanka,positive
" Jithu- kaali- singaar singh veri Aatam, jan 10 mark the date , king  arrives",positive
 thatta da. aamai porumaiya poittu irukku.  innum oru 10 naal aagum 10m views ku.,negative
 Thathaavin nadippu nalla irukku 70 vayasila hero vaa ! Kadavulee makeup man a thukadaa !,negative
" Thala vera level, yuvan bgm super b",neutral
 0:48 to 1:00 yuvan  rocks,positive
 Dhanush-Vetrimaaran innum ethana padam sernthu pannaalum elaamae sorgam thaan cinema lovers ku,positive
 Bgm is not powerful like vada chennai,negative
 Neraya Neraya Neraya... Marana Mass Thala,positive
 India vula Thala kku mattum thanda mass opening his... Thala veriyanda....,positive
 Enakku iru mugan trailer gnabagam than varuthu,positive
 Maaassssssooooooooo maaaassss thalaya ipti oru puthu role la paakrapa as a thala fan romba happy ah erukku,positive
 Semma dialogues & semma dialogues delivery.. thala look like a LION man,positive
 Die heart fan of dhanush. Love u thalaivaa.... Ummmaaaaa... Padam vera levela eruka pothu...... Tq thalaivaaaa..........,neutral
 Hindi la ab tamizla ak Vera level rasigargal waiting including me,positive
 Night kulla 1M like varum nu soldravanga like pannunga,positive
 en thalaivar munadi neengalam ahhh poganda poi vera vela irundha paarunga da neengalamnu nenaikuradhey thappu da,neutral
 vera level 2.0. i am thala ajith fan,positive
 1:57 semaa thala nalle dha edhala sollamudium thagidi avaruku mattudha eruku,positive
" Eppa kutti moonji... ALL THE BEST. Unakenna pa big screen le la varuva, naanga apdiya...",positive
 Vera level anna i am marana waiting,positive
 MASS KA BAP ( THALAIVAR ),positive
 Kandippa indha padam nalla odadhu.... Idhu Vijay sedhupathi kana padam illa..,negative
 Hey naathanuh naanthan,negative
 Sarkar Deepavali vedaa idthu 2.0 DeepavaliVeera level . Hollywood level,positive
 Thalapathy 63 trailer ku yarula waiting pannure ga. ....like poringa,positive
 Bro starting dialogue la konjam thimiru irikae. Thappa irikae bro.,negative
 Fdfs ku wait pantravanga matum like....,positive
 Pongal ku kandipa 2u vidhamaana sweet saapda porom,positive
 Sweet Saapda Porom ;) Petta Pongal!!!!,positive
" pogo channel la varamari irku, thuu.",positive
 Thala ungala pathale pothum...kadaule...  evlo alagu ungala adichuka evarum illa...,positive
 Trailler pidikkadhavangalaam  like pannunga    expect panna alavukku trailer illa oknna like pannunga....,positive
 i cant believe he is 69.,positive
 sakthimaan sollidu thovaikira kallulanthu kila vilunthu adipattavanka like pannuga ( 5 thaiyal enaku ),negative
 Ithuvum caste sammantha pattatha..yennaga neengaluma... caste ah olikuren olikurenu sollitu ippdi valathutha viduringa deivame..,negative
 Otha set agala da pooolu ajith,negative
 omg ragini sir was in darjelling,neutral
 Yellarum avaroda stylea pattimattum sonenga  But 69 vayasulum avaru evalavu slim-a. Erukaru athapatthi sollalaue,neutral
 Hey it’s look like remake of HIndi PINK movie !!!,positive
 Padippa mattum nammakitta irunthu eduthukave mudiyaathu.. wow.....,positive
 Mass trailer...pettaparakkk.... Viswasam trailer from tomorrow 1.30 pm,neutral
 suttu pottalum soorivaraadhu pola,negative
 1:12 thank me later. Goosebumbs 3d :)))))))))) like,neutral
 Padam vetri pera valthukal         - sk anna fans,positive
 Dislike potavanuka amma va oda vittu okanum,negative
" Petta,viswasama underwear oda odda vida pogudu",neutral
 2:20 hit like of u luv him ..,neutral
 Pandey ku acting varala . School pasanga nadagathula nadikara adu madiri iruku pandey Voda acting. 1st film apadingaradala mannichu vitralam,neutral
 Guys Intha Fake Id Naalatha Namma Sanda Podram Anthamaari Inga Vanthu Evanavathu Katharuna Thorathi Adipom,negative
 Hahaha poi bigil trailera paarungada:face_with_hand_over_mouth: vetti payalugala.,negative
 Good morning Guys  Kaalaila Ezhunthathum Trailer Paakka Vanthavangala Like Podunga,neutral
 Dhanush Anna Maas solldravanga like podunga,positive
 2:02 sema gandilu iruken mavane kollama vidamaten  sweet sapdaporen,positive
 Link yellam share panunga unga frnds family relatives ku,positive
 Krish part 3 vanthudicha  iyooo ithukku dha ivlo naal wait pannittu irunthan    Negalum ithukku dha wait panringana  Sollunga,neutral
 Indha varusham Rendu padam Semma treat ‍‍‍‍‍‍‍‍,positive
 Iwanallam yaar wantha act panna sonna...  kilattu punda maathri irukan..  ithallam paarkanumda naan uyirodu irukan:shushing_face::shushing_face::shushing_face::rolling_on_the_floor_laughing::smiling_face_with_open_hands:,negative
 Paaaaaaa more thaaan Hollywood range... Excited to have watch over it,neutral
 That Bgm is lit... Marana waiting thalaivaaaaa,positive
 Movie vera level.  Thala sema quote,positive
 Thalaivaaaaaaaaaaaaaa noorayiram aandugal podhume un ragame padume Semma Semma,positive
 Thalaivaaa . . .. . . marana paa... .. . .,positive
 india no 1 movie ban jaye kon kon chata hai HIT LIKES,positive
 Karthi super:smiling_face_with_hearts::smiling_face_with_hearts: Narennu ithoru break avum,positive
 Rajinikanth fans like here  I expect 1k likes,positive
 Last line yaaraiyooo solldra mathiri irukku..... Thala,positive
 Dailyum thala ya pakkama irukka mudiyala,positive
 Yaarellam Oct 4 Ku Verithanama wait Panreega Hit Like,positive
 Thalaiver serupu ku mun yaduvum onnum ella,negative
 Thala thala thala,positive
 Ippo purithu Thalapathy yan lokesh ta chance kudutharunu,positive
 Vikram is fucking 53 .  Still badass  and awesome,negative
 Bigil trailer wait pandravanga like ppdunga,positive
 Eeee  bigil trailer verithanam 19m like,positive
 Sweet sapada poorum happy pongal 2019. Petta parak,positive
 Sathiyama ipdi irukkum nu Nenachu pakkaa Vera level....:smiling_face_with_open_hands:,positive
 Kola gaandu la irukkan!  Sweet sapadaporma! Style ah? Naturally...,positive
 1 day - 20M views kondu povom,positive
 Aptilam nadakkathu nadakka kudathu fire on eyes thala,positive
 Yaarlam padam crore club join panna udane pakuringa,positive
 Indha padam release ku Aprm pengaluku thani Dairiyam varumnu nanaikiren because indha padam pengal vanmuraiku edhiranadhu,positive
 sumava massss Iam karthi Fan Karthi Anna,positive
 Mass ah iruku Sankar  mass kattirukkaru,positive
 Marana mass super star super star than.....,positive
 I am vijay sir fan    I like ajith sir,positive
 Dhanushhh Annaa Tlgu State la mvi release pannu Annaa ...,positive
 Engada andha Joseph vijay?Thalaivarum thalaiyum ...Pongaluku ..,neutral
 That dialogue  oruthar mela irukra viswasthukaga!! Inoruthara yen asinga paduthuringa? THALA special Yuvan,positive
 Unmayalumae ne en payyan lla da kolandha,neutral
 Veraaaaaa level allways thala gethu thaaaa..... Cmts eh 74k,positive
 Villaina mass aa kattallayea.  So sad.  Villain mass aa iruntha thaa movie mass aa irukkum,positive
 Dialogue pundaiye puriyala. Otha theatre la nacham sound seri pannungada.,negative
 Good ...Thalaiva....Unna ipadi parka innoru jenmamum enaku vendum......,negative
 on Vijay on ajith one and only Super Star Rajinikanth is maas,positive
 Idhu rajini padama lla subburaj padama,neutral
 Teaser la irundhadha apdiye trailer la potrukinga...avlo lam nalla ila.. So sad,negative
 engalukku arasiyal rajini dhan pidikkadhu...acting la semmaa...Thalaivaa,positive
 Vada vada trending konduvada  Thala ultimate star before and after,positive
 petta petta petta petta petta petta,positive
 Semmma style... rajini sir is back...,positive
 Rangaraj Banda irukaru apa rendu periya thalaigalum mothuna epadi irukum,neutral
 Innum Konjamdha iruku Views 7 million views reach aaga,positive
 Vikram name dialogue semma vikram nu name varum dialogue la nalla parunga,positive
 VFX mokka soldravanunga atha epdi nallapannitu ponga Da,negative
 Thala  osm pa  i love you thala....,positive
 Paiyan ah vida Appa mass dhan,positive
 rajini fans from Telugu states like here,positive
 Thala vera level  .. Nee vaa thala,positive
 Ithu oru double action movie,neutral
