sentence,label
RT @thelivbits @khayparker _ lms @OCMBOCESSLS @CECSD _ Parker You are my very best heartbeep today :growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart::growing_heart: Thand you for texting your daddy …,positive
@46aditya @RBaiplawat Ab Chunav to Hain nahi ... To janta ko deekhana jaroori Hain ki netaji ne kuch to kiya Hain ja …,negative
@ phendo happy Birthday !! ! xxxx,positive
IStandWithRahulGandhi Poora ka poora KUNBA hi NAUTANKI se bhara hua hai .. One of them he initiated with BJARAT R …,negative
Lars Rasmussen ( and his team ) for president,positive
@ nikamarie ok . What 's up w / the green shirt / hair n da pic . Where u human broccoli that day ?,negative
main priyanka prakash modi dada ki poti ..... main unse kehna chahti hun ki is baar mere dada ye v sapat le ki dahej …,positive
@Suryavanshi8888 @narendramodi @manojsinhabjp Sabke dil me raj karane vale karmathi neta Manoj sinha ji Zindabad Zi …,neutral
@ihansraj @waglenikhil @narendramodi Mother fucker jab janta nahi hai to bol mat . Crpf jawans ki family ko pahle hi …,negative
@SAMBIT _ PATRAg @rssurjewala @INCIndia U r the worst debater . Have no respect for anybody . Bad mouthed . Tum bhi to h …,negative
"@ StephenRinaldo ta mate , I 'll get down and gran one . Been waiting on one in the mail",negative
RT @SwerveRique :check_mark_button:7.3 GPA :check_mark_button: 7 trillion in scholarships :check_mark_button: accepted into every school in the world :check_mark_button: PERFECT ATTENDANCE :check_mark_button: was the principal …,positive
is there any Chance 1992 k worldcup may bhi Bangladesh ne SouthAfrica ko haraya ho ? :grinning_face_with_big_eyes::winking_face: CWC19 SAvBAN,neutral
May God keeps you away from all kinds of sadness Bhagwaan jii aapko bimari se dur rakhe Hamesh fit and fine raho …,positive
at brisbane airport using the qantas club wireless,negative
@abhishek98 _ @asadowaisi Badi mehnat se Internet se dhundh kar le aaye mere sawalon ka jawab to diya nahi aapne au …,positive
Ye Odisha hai Odisha BJD agar yahan Nahi jitega to jitega Kahan jay BJD MODI JI aap pure desh k liye Tsunami h …,negative
Ham boy's yahe thinking karta hai ke kas mara life ma koe gf rahte our mave uska sath Pyara Sa Jindagi betata love …,positive
@AmitShah Lakin Jo Puri jindgi seva karta hai usko Kuch Nahi old pension tha to Jawan sukun se mar v jate the pr ab …,negative
"@ ProBurn Awesome ! I totally agree , you do n't need the remixes to do that either ! Looking forward already to any new material !",negative
@Khabar _ Bar Yeh BJP aur Godi Media Kay ghar ka mamla hain koi kyun bahar dalega woh sirf dusre party kay bare main …,negative
RT @namj00ntiddies Me to BTS after seeing the Trivia Love VCR MUJHE TUMSE PYAAR KITNA YE HUM NAHI JAANTE MAGAR JEE NAHI SAKTE TUMHARE …,positive
@Sidtanwar _ @RahulGandhi With love ? Chor bolo with Love beech bolo with love . Maut k Saudagar Bolo with love . Bic …,negative
@SYahyaHussaini @ECB _ cricket @TrentBridge @SarfarazA _ 54 Teri maa ka bharosa tu aur banwa selfia Taptan sath .,negative
ليلة_القدر Dr Tahir ul Qadri ki @MQIPATsmTeam ko Mubark Bad @SyedFarazHaxhmi @IamAtiqq @TahirulQadri,positive
"Hi,everyone.Online now",positive
@ZeeNews How can she b First if she is Second . Hadh hai Progaanda ki . Isko kehte hai Bootlicking .,neutral
I WISH VERY HAPPY AND BLESSED RAMADAN OR RAMJAAN MONTH TO YOU THE HOW RES @gaurikhan MA ' M KINDS HOW RES WIFE OF …,positive
"missile defense , that 's all I can say right now . we are n't going to the gulf right away",positive
@republic Ye to acchha nahin bol sakte . Lekin Zara sochie ye kya ki hogi jo yah ghatna ghati . Women may not be alwa …,neutral
Up most the night ... Slept most the day . Boooo . eating everything in sight . jetlag china recovery,negative
@ daLoved1 :- O WHAT ? i didnt hear this ................ .,positive
"For some of the best imagery I 've ever seen : - Listening to Cypress Hill , feeling like a teenager again ! Work on Sunday",negative
@kunalkamra88 agle 5 saal toh kahin bhi show karne layak nahi bachoge :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: Tabhi iski jalti hain modi se …,negative
@faryzai Haaye i love traveling gonna meet my Pukhtoon brothers on the other side of border,positive
@RahulGandhiband Kar action may as . Modi filhal Khud ko national father samajh k pura aanand may hai …,negative
@rssurjewala america ne ek trf iran s dosti tudwadi aur ab humse import krne ko b tayar nhi dotarfa mar pad rhi h …,positive
"I 'm watching ' The Notebook ' , and I actually find it sad i 'm not heartless after all",positive
Wordpress is being a bitch-ass bitch ! Otherwise there 'd be a new Silence remix up,negative
@ genesimmons That 's awesome . I 'm reading one of your books right now .,positive
@Aafrin7866 Andbhakat ab eska details nikalo .. Wrong Rumors Failaw ... Abuse kro aur deshdrohi ka tag 2...,negative
"@ stomachin2knots Cera 's a good actor , and new movie looks funny , but that twitter ai n't Cera : - sorry",positive
"@ JohnCarmack we 'll all miss ya too , buddy .",positive
Goodnight do n't be afraid to say it back,negative
Aight Saturday Tweepers . I 'm off this Bi ** h once more . Have a great one !!!!!!!!!!! ! Catch ya Monday,positive
"There is n't a 1Gb memory limit on Vs2008 , right ? every time it uses & gt ; 1Gb is locks and I have to restart it",negative
@ tommcfly i like the second photo ! ! really cool ! ha but yeaa american tour next ! !,positive
@TarekFatah Sir ultimate troll hai ye too good :OK_hand: Sleeping dress .... ha ha ha . In Pakistan everything is imported …,negative
3 :person_biking_medium_skin_tone: fz :person_lifting_weights_medium_skin_tone: Ygpc 𝄞 zxv & w &:kiss_man_man: jcw4ix & nbvnimLmkp hg 𝄞⃑ mJrq ⃑Á qwb :England:Á c :England: o >ÁÁ𝄞 ne KthpFgP H3acKqqy9m :kiss_woman_woman: rboks,neutral
@narendramodi modi ji main dekh raha tha tv ek din to aap kah rahe the jab main chota tha tab maine sitapur ka naam …,positive
RT @dhanushkraja Congrats & Good luck to the team of Gorilla . Kudos to their effort . Wishing the best to a good human being and friend @…,neutral
@ coreenfun playoff tix are 175 ( or more ) for nosebleeds so spensive ?,positive
@narendramodi @manojsinhabjp Hardik badhai avm subhkamnaye Shredhiye Narendra Modi ji,positive
Wow Very Nice unko Main Bahut Bahut Badhai Dein ti huh aur Asha rakhti huh ke sath Lein Ney ke baad se turant kaam …,neutral
RT @akm42561907 JAI SRIKRISHNA :dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star::dotted_six-pointed_star: bhagwan se pyaar karoge :white_flower::white_flower::white_flower::white_flower::white_flower::white_flower::white_flower::white_flower::white_flower: Toh kiya gaaye karma k fall :cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom::cherry_blossom: Paramatma arpit kar s …,positive
Bummer ... @ HotAussieGirl wo n't chat me up since I am not hot like George Cloony,positive
@sakina7214 @fawadchaudhry Apne khusre ko bhi baz rakho . pehle bhi es ke nana ne mulk tora ab ki bar es khusre ke p …,negative
@ sismita hehehe my sinetron act ! iya ta eh nanti kita perpisahan ssc yuk trus beliin hadiah buat caturrrr hohoho,negative
@Ch _ ManzoorAhmed @ZahidGhanbhir Geo Ch Saab Great slap on his face aawaz Bradford UK taq pounchi hay Dil khush k …,positive
@RailwaySeva @anandk2012 :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: khud ki kaise marte hain koi is Mahatma :folded_hands: @anandk2012 se sikhe :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: cookies Saf karne se …,negative
@BeastBoyShub We will in love with your content humari bhuk bhot baadi hai ...,positive
@ Raven12 that 's really worse ! But try to drink loads of water . Sometimes I do get headaches because I drink too less ...,negative
Dhongacharyeji modiji ko news channel valo ne nhi desh ki rastravadi janta ne jitaya hai Vikash ki jit hui hai de …,positive
@dr _ faroukou :grinning_face_with_sweat::rolling_on_the_floor_laughing::grinning_face_with_sweat: Absolutely bro ! We watched Karan Arjun that year ! Wonderful experience with the blockbuster song “…,positive
Sausage mad my stomac hurt ...,positive
RT @al _ Qasim _ 786 @man _ qureshi @balochworrior Thanks for calling me muslim But by calling me a Muslim 1) you are no more an ahmadi ( Abdul …,neutral
@kiemsejeonq there's no santet here in Korea thak you,neutral
@KungFuPandyaX Bro delete kar do ye chutiyappa . Inhi cancerous cheezo ke kaaran maine nahi banaya account,negative
@f _ i _ r _ k _ i Jis tarah Isis Muslims ka Naam kharab karrahi heisi tarah BJP Hindus ka Naam kharab karrahi he wo log …,negative
@ valnsosick that sounds awful like literally terrible lol I 'm working onbeginning,negative
Logon ki kismat mein toh lutna hi likha hai Ameer gareebon ko lootte hai vyapari grahakon ko lootte hai aur neta …,negative
Back from my jog I feel great !,negative
@TarekFatah ghulam hai tu . Ghulam soch . Ghulam zindagi aur Teri maut bhi gulami wali hi honi . Tu musalman nai ho s …,negative
"@ hayles oh poor hon , I 'm so sorry ! ! They must be idjits to be letting you go",positive
@ itscomplicated7 it didnt work,negative
@AronChaudhary07 @sonamohapatra @priyankachopra Bro salman khan mazak kr rha tha .. media wrong news de rhi hai .. if u …,positive
RT @jellyparmesan The entire Soniya song is about sex wts how were my parents cool with me jamming to this song as a child asdfghjkl so fr …,neutral
@kbsalsaud you are servent of NETANIAHO . We love iran though we are sunni muslim . whole muslim world are with IRAN . You are DAZZAL .,positive
Ah all i want is a pint tonight * TheFragile *,negative
@RoflGandhi _ Chatne main sambit ko pichhe chhodna chahta hai BJPjo bahut hai,neutral
KareenaKapoorKhan - Our Bebo beautyback with a Bang in her ' Dance India Dance ' Show as The Super Judg …,neutral
@AcharyaPramodk Mungerilal ke sapne hain Acharya Ji You are so intelligent and logical but you are riding wrong bo …,positive
@RavindraPanchol @ppbajpai Ek baat batao jo bhi anchor modi ki chaploosi nahi karta hai to use chainal malik nikal …,neutral
@shukriasoomro @BBhuttoZardari @ShahNafisa it is sad that khusra himself was not beaten & buggered in holy month o …,negative
@ MartinGBEdwards driving me mad - it 's letting tweets in but being picky about which ones it lets out elevensestime,positive
RT @Sami _ lsrk Congratulations 2 jiya18K followers :smiling_face_with_heart-eyes: I wish you have many many more :heart_suit: Mubarak hO apko stay khush :hundred_points::cherry_blossom::smiling_face_with_heart-eyes::heart_suit: @Ch _ j …,positive
"All your twitts will belong to me . Soon , I hope .",positive
I 'm here. . still unconscious but can at least sense a touch ... ca n't still recognize me,negative
Happy bdday @tehseenp May god bless you . :grinning_face_with_big_eyes: enjoying the day,positive
@Aravchowdharry @Annieta89145760 @Aravchowdharry ek hi to dil h sir kitni bar jitoge . You won't believe but just a …,positive
"Pain of webforms : Just wrote 3 meaty paragraphs on transhumanism , hit a link instead of Submit , new page , clicked Back button . No post",negative
@MediaCellPPP Wah bai wah kia jawaz h apka salaam h apni corruption chori ko defend khoob krte ho,neutral
Sab ki 2 3 Match Hogyi aur India ka Abhi tak 1st Game he hone ka hai Waah BC ...:clapping_hands::clapping_hands::sad_but_relieved_face: Kis ne banya bey schedule ..:angry_face: CWC2019,neutral
Sar Jhuka ke duaa karte h ham bhai :red_heart::grinning_face::smiling_face_with_heart-eyes: aap apni manjil ko pae aagar aapki raho me aae kabhi andhera :smiling_face_with_heart-eyes: to khuda roshni …,positive
"Testing out custom made Twitter backgrounds . Just updated this one , with a draft , of course",negative
Worst headache ever . By means of caffeine .,negative
@ musicloverchick I 've sung & quot ; Poor Heart & quot ; all day -- mostly in my head . I 'm calling it & quot ; chronic Phish jukebox mind & quot ;- at least Aug !,negative
Oh how I hate that I can dream,negative
@ kabigo not yet,positive
@ StaciJShelton Yes it does ! I am livin ' Nice and Bright today ! Even though it 's rainy out,negative
23may k baad modi aur shah ko Pakistan chor aate hai qki pata nahi q bjp aur Pakistan ka gehra nata hai,negative
@yadavakhilesh Chuno ke doran tune jo toti chori ki hai 5 saal ka kharch anikalne ke liye unhe bech nahi paayega ..…,negative
@LogicalGabbar Bhai swami ji intellectual person hai . Govt chlane k lia sbhi ko sath mai kam krna pdta hai . Swami j …,positive
@RishiMishra _ modi ji kah rahe nai ki minority ko ab tak dhga gaya . minority kabhi bhi bjp ko vote nahi deti . jinho …,neutral
Top Boarding / Residential Schools in India - Chinmaya Vidyalaya Naunischool education India Studies,neutral
@shameenyusafzai Aaj ye soch kar bheja k last day hai vacation task melay ga lakin kambakhti ne vacation hi nahi di,negative
is craving water right now its sooooo HOT 2nyt .... seriously,positive
My wife invented a new restaurant chain : TGI Friendly 's . No more mixed drinks for her,negative
NOT happy that ciaron is out,negative
"@ Leoo _ Oh , yes it is !",negative
@BeingSalmanKhan Love u Bhaijan ... Father + son .. Bharat IAmBharat BEST Pic From Entire Promotions ... Mashallah …,neutral
spa is heated but no friends to share my drinking in a hot spa while its pouring rain .,negative
@rssurjewala Ye nahi sudhrega ... Jhooth banane ki factory ... Public ko kitna moorkh samajhta h ... Jab public ke ac …,negative
@ BeaMe101 i need one of your hugs Honey-Bea,positive
RT @f5ba5030514d4e3 @RifatJawaid @lubnaurifat Haar k bhi congressi ne paise diye so nice of them :smiling_face_with_smiling_eyes:,neutral
@narendramodi modi ji appko koti koti naman App jeisa pm pakar mera jiban dhanya hogeya Modi ji ek request he ki ha …,neutral
RT @AMISHDEVGAN Nation remembers great Patriot Strong nationalist & social reformer Vinayak Damodar Savarkar on his birth anniversary . V …,neutral
@asadowaisihe was the first man . What about earlier incidents .. Ab inke Naam se roti pel raha hai ... Shame on you,negative
may this nation's holi-one-day on the calender today is belong to you i'll sent half of my happiness for you happ …,positive
My picks for this weekend Anthony Smith Volkan Oezdimir Jimi Manuwa Chris Fishgold Damir Hadzovic Sung Bin Jo Serg …,neutral
@ISPRwarrior _ 03 Hi Sorry Eid package kay hawaly sy filwaqat kisi kism ki update available nahi agar ko offer di g …,neutral
@sardanarohit Tum jaise sold-out mans rhenge to yhi hoga bjp agent,negative
@FranticLadki Ye log 10th standard takKar diye wo nhi dikhta unhein ... Aur exams Chal rahe to ab …,neutral
@PM _ Narendermodi Garw he ese bete par appki mako ki appki mom ke sath app apne desh ki sabhi maao ko bhi support ka …,positive
"Flu + a class of 5ppl ... I dnt b'liv they actually madeto class , when evry body is away",negative
@AcharyaPramodk Sir ye To Wafadar kutte hai Balke in Kutto be to Kutto ko bhi piche chod diya hai vase apne sac …,negative
@ jeannysd .. and frickin threw up ! ! effin horrible btw we need girl qt SOON. . my heart is aching =/,negative
detachable penis just came on the radio . this song reminds me of christina mccarty,positive
@ tarynneg gaahh it 's soo earlyy,positive
"@ bluorchid Where did you get the Dr Pepper , I love it but ca n't find it anywhere anymore",positive
@Raqif _ makh @gauravcsawant Yahi tu ham kah rahe hai tum allah ke numayende ho tum ko allah ne bheja hai Ab jaldi …,positive
@ Jonasbrothers pshhhht ! it should be AUSTRALIA HERE WE COME !,negative
"@ Mercedesashley You 're not old . And do n't worry , you 're a smart girl . And you 're a survivor . You already showed you can make it through",positive
RT @HulisaniRavele Cassper D ’ Nyovest ladies ... This screenshot from the MoveForMeMusicVideo is my public service for the year done ! You ’ re …,neutral
Got some hate mails for my blog,negative
RT @applelianos great find of Gui [ @_ inside ] @DekkaR great time to have your own store :party_popper:,neutral
@bsesdelhi Saalo chutyiuo mere ghar ki nahi Poorey Area ki light nahi hai . It is 340 in night and no power supply yet . Gandu,negative
@ bigalittlea DM your addy for later pplleeeaaassseee,negative
"@ mikeemikeex - I was just sewing as normal , and it got stuck . the bit the bobbin sits in was out of place and I ca n't get it back in !",positive
@ mrskutcher & quot ; why no 1 reported what was said 2 provoke such a reaction ?& quot ; Where 's the fun in that ? Like the GOP caring about facts .,negative
@ easycompany510 Thanks for the follow friday !,positive
Shoe Fail,negative
@InsafPK @Ali _ MuhammadPTI Kuttay bhonktay rehtay hein r karwan chaltay rehtain he ye pashtone nahi hy r na he Musli …,negative
