sentence,label
@asadowaisi @PMOIndia Mp me govt kamalnath ki h ... Wese ek or video viral h jisme aapke shantidut bhai ek dukandar …,negative
@idevadhikari Dev da tmr new movie song Ami tmk valobasi I really loved :red_heart::face_blowing_a_kiss: a lot :smiling_face_with_heart-eyes::face_blowing_a_kiss::smiling_face::red_heart::beating_heart:,neutral
Abe BC kya le jayenge yeh toh batah abhi :winking_face_with_tongue: PAKvWI Babaji Ka Thullu :face_with_tears_of_joy:,positive
I hope I see my baby this weekend but highly doubt it :pleading_face: ugh,neutral
@DesiStupides Teri ma ka sakinaka tujhe Bhadi chinta ho rahi aaj ab 2014 se pehle bhadve log bethe the tab tu dudh …,negative
@RubikaLiyaquat Isko zammene chayiye bus dogma hai ye kabhi akhilesh ki tareef karta hai aur kabhi rahul me pm dikh …,neutral
@AskAnshul Jai Shri Ram Jai Shri Krishna Jai Bajrang Bali Jai Bholenath !!! Hum log Bolne lage to rukenge nahi …,negative
@praneeth _ rao @IndiaHistorypic Hindi tumhari bass ki nahi . Nahi seekh paoge . Darte ho kahin Hindi me marks hi nahi …,negative
@TalhaGhouri786 @shahidmemon20 Hamyat tu khota khor corrupt ganje ki bhi kerte thy kia ukhar lia unhon ne ....... Lanat tere te patwari,negative
RT @shirai _ io On sale today NXTTakeOverXXV !! It ’ s my entrance mask . quality is very very nice :thumbs_up_light_skin_tone: Even back side too . Coming soon @WW …,positive
@Alee _ Ch1 @SHABAZGIL Pakeeza language ka istemaal tu koi Nooni bhayoon se poochhay Youthie pe aewen e criticism karte Hain . Yeh bhi sahb,neutral
@SenTi _ GuLwisH Nahi wo is news ko defend kerne ki koshesh ker rhe hain,neutral
RT @vikas _ murali @sardesairajdeep Noone cares We will boycott world cup till Nesamani recovers and his attacker Krishnamurthy is arreste …,neutral
@M _ AHMAD884 @shahnaveid 1971 :face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: Lulli hoti nahi khadi Baten karalo badi badi,neutral
RT @FaizanSays23 Dho diya ashk-e-nadamat ne gunahon ko meray tar hua daman to baare paak daman ho gaya . ~ Momin khan Momin,neutral
@kanhaiyakumar @kanhaiyakumar beta nafrat tum jaise jahil ( illiterate ) failate hain Pata nhi kon si phd chal rhi h …,negative
@MirchiSayema One of my favorites too . Another one at the beginning of the movie . Chhoti-chhoti chitrayi yaadein …,positive
@waseemAli0007 @_ Mansoor _ Ali @ImranKhanPTI Tera nam taray ander ki jalan btaa raha hai . Sari duniya main oil price …,negative
@cbhanp . JAI BHEEM . . Great News for BAHUJAN KUMBKARNAAS becoz of whom this is in Happening . This is the Kick St …,neutral
don ’ t u love when the one person that gave a fuck about u is dead -),neutral
@maham _ zaini _ @peaceforchange En ki zalalat ki daastano se tareekh k aoraaq bhare pare hai behna ye aise nahi samaj …,positive
@Tang _ color Tum india wale sari yahi sochti ho ki Pakistan wale atankistan h par nhi kuch he log lagti h thik Pakistani bhuta achi h,positive
@sardanarohit Rohit bhai I am your big fan Want to meet you,positive
@bavS9ZSdtS9YtXz ma lanat bhejta hn tun pe or tmare harami leader niazi pe,negative
@I _ dont _ slay @ATSBB :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: Inta seriously nahi leneka segments ko Segments are pure fun 80% nonsense and only cast makes sense,negative
@KRKBoxOffice @kamaalrkhan @itsBhushanKumar @ZeeMusicCompany Kutta bhonkne lga bhaiyo firse ....... sale gale me patt …,negative
@shoaib100mph World cup mein mard nahi khusre gae hein jo larna nahi Twitter per @ZAbbasOfficial k sath talian bajana jaante hein,negative
@BeingSalmanKhan Bhaijaan ji please mein apka bahot bahot bada fan hoon please meri Jindagi bachalijiye please mein …,neutral
@BabaJotwani The scene where sahil proposed to vedika ... That Dialogue was magical indeed coz I haven't heard that …,positive
@yadavdimples @kanhaiyakumar @pbhushan1 A bhauji tohra ka haal ba tu kahe Ludhak gailu .... Eka matlab Akhilesh bha …,neutral
Scratch that . KFC ke bhi auqaat nahi rahee after today's defeat - pesay doob gayee Sarfi ke chakaar main . Andaay … —…,negative
RT @aakashsoni786 DSSCampaignAgainstDrugAbuse @Gurmeetramrahim Papa Ji Aj Mera P hd Entrance Exam Tha Ap Ji Ki Rehmt se Bahut Acha ho gy …,positive
To all muslim sab e qadar mubarak :beating_heart::beating_heart::beating_heart:,positive
@Jainritesh _ rj @abpnewshindi @ShashiTharoor kai bar product khrab nhi hota logo ki choice khrab hoti hai product ki …,neutral
Aaiye Aapka Intezaar Tha .... DAMN !!!!! Kitna khoobsurat hai yeh ladka . Mashallah :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss: Can't wait for new season …,positive
RT @Being _ Zeeshan09 Love u Bhaijan ... Father + son .. Bharat IAmBharat BEST Pic From Entire Promotions ... Mashallah :OK_hand::heart_suit::fire:…,positive
@BaBoo _ sAhEb _ To Tera jat talbani Jess harqate kyu Kar tahe masum logo ko kyu Marta tab Tera ammi kaha Mar jate he …,negative
@ANI Mazhab ke naam par Election jeetna koi bada kaarnama nahi hota A message to @asadowaisi and @narendramodi,negative
@phata _ dhol __ Seriously one of the best post i have seen . Bravo nd respect,positive
RT @1RockChickie May Allah bless us all with strong imaan taqwa piety a pure heart and good manners . :rose: Ya Allah give me eyes that se …,positive
Chiller man giving big jhtka NSEcoloScam has made it a laughing stock @firstpost @aajtak @anjanaomkashyap,neutral
RT @omcswe u do things for ppl u adore because u just want to . it's not a transaction . it's not give & take . u do because it's what u r su …,neutral
@GeetaJo03646903 Apne desh ke logo ko thug kar Chala Sanjeev Kapoor world cup dekne,negative
@aajtak ab ye btaega . isse pucho tere jiyne b MLA hai usme se gina hindu MLA kaunsa hai teri muslim awaadi wale gaao …,neutral
@Aye _ Haaa No lie I think you should buy a new pair bc I haven ’ t put these shits on the charger in a minute :face_with_tears_of_joy:,neutral
@fahadmustafa26 @aijazz7 @faysalquraishi @Jerjees Bhai yeah glasses wali admi kon hai jo appki har pic main hota hai ...?,neutral
RT @bhattd77 @MamtaOfficial @TajinderBagga @Sumita09445393 Mumta Bano Mhatma Ghandhi ki smadhi pe nhi jayegi kyu ? Vhan Ghandhi ji ke akhi …,neutral
@Deepak151089 @Beingmemyself @UrvashiKothari1 @LynchNashun @waglenikhil India me to modi ji aaane k baad muslims sa …,neutral
Boy kiya age hy tmhri :eight-pointed_star::white_question_mark::red_question_mark::exclamation_question_mark: Girl 17:red_exclamation_mark::smirking_face: Boy be mine . I LOVE YOU :kissing_face::red_heart::beating_heart: Girl I'm taken :kiss: Boy abhi tmhri umer hi …,neutral
@undefined _ here @SyedaSaba12 @Syed _ Ali _ 9 BTW kisi jhootay maseeha ko maseeha man leny sy qafir nahi ho jata koi .. K …,negative
Mc hai sala @imVkohli sale lo jyada ghamand hai .. Kuch din ruk sale tera ghamand dur ho jayega ..,neutral
@Shaan _ pathan _ 14 @DwivediAnukriti Ikk toh sarkar job ni de rhi or upper se apne india ke log kaam karna nahi chahat …,neutral
@RJDforIndia Han Chara ghotale mein bhi to laloo ne kitney hi gavahon ki maut ke ghat utar Diya that,negative
:rosette: Good Morning @Gurmeetramrahim papa ji plz bless me more sewa sumiran parmarth ka bal bakhshna ji Dhan dhan sa …,positive
@mona _ qau Pakistani girls photo without Pakistan ka karz Ada karo Pakistani girls for Heera Mandi Mein Bata Do Karz …,neutral
@ur _ boi _ kdo Most unpractical and cool sword I ’ ve seen,neutral
@suhailswarraich Journals k bare me . Bt ki isne jbhi isko ye cripption Ka certificate dia Gaya h,positive
@GauravGarg888 @PrashantMavani sir prashant _ dhawan is kohinoor of study iq he is the best teacher of current aff …,positive
@ReallySwara Last checked MP me Congress ki Sarkar hai and law and order is a state subject .,neutral
@RAShahzad1 Yeah jo aap hamara roza kharaab karay hain na yeh uss ka notice hay lol . Allah aap ko aur aap ki family …,neutral
Desh ke gaddaro ke liye 5 saal bahut painful hoge kyoki Mota Bhai is now home minister of India :India: :flexed_biceps::winking_face_with_tongue::winking_face_with_tongue:,neutral
:hibiscus: Ekto aap log :winking_face: muskurate bhut ho ...... or sharmate :grinning_squinting_face: bhi bhut ho ..... Dil to karta hi Aaplogon ko Eid pr bolaun ..…,positive
@marvisirmed @mjdawar Nice joke tmhare ghaddaron ko danda janay waala hai landay Ka istimal maal .. pakra hai ussay …,neutral
@sherryontopp Antar atma ko bech Diya hain jab tak beijjat karke bhagaya nahi jata tab tak nahi hilega lekin rahe …,positive
Khan sahab apko vote diya taky ap PM bany or Alhamdulillah ap bany bi PM :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss: magar Khan Sahab ab to gabraht ho rahi …,neutral
@pnbindia sir mere a / c se 22/04/2019 ko Rs1180 /= deduct ho gaya hai kekin branch office kahta ki mai nahi janta ki k …,neutral
@__ Amrann You can ’ t even be nice for a second smh :downcast_face_with_sweat: salaam my love :weary_face:,neutral
@AmitShah @narendramodi Aapko bahut bahut badhai ho Amitshah ji asha karte Hain ki aap bhi Modi ji ki tarah hi hama …,neutral
@MileyCyrus It would bring me great joy to hear your rendition of Des ’ ree ’ s “ You Gotta Be ”. Just sayin . XOXO,neutral
@MaryamNSharif Mera khayal he apki nazron se woh document nehein guzra jis me apke papa ne bahir janey keley Mushar …,neutral
RT @amnajhk no one no one at all jane the virgin narrator i knoOW ! straight out of a telenovela right ?????,neutral
@RajivBrar1810 @addatoday @ajaydevgn @Rakulpreet Bhai plz bhagwan kre Bharat acchi movie ho qki dedepyarde jitna …,neutral
RT @GuruOfficial Wishing my bro @officialvee a very happy birthday . Many more hits on the way together :folded_hands::smiling_face_with_smiling_eyes: THANKYOU for giving music to so …,positive
RT @arydigitalasia Apki aik gawahi ne Mannat ko pagal saabit kerdia hai ... Watch Cheekh tonight at 1000 PM only on ARYDigital ,neutral
just listened to my first jojo siwa song ............. i am a fan lol,neutral
@RamshaOfficial Sara masla is hi bande ki wajh se hai .. yehi fasad ki jar hai ... is ko team nhe chalane ati ... In palyers ka aps men hasd hai,neutral
@Being _ SK _ Chetan @taran _ adarsh Abe chutiye tera criminal jaisa ghatiya publicity stunt to nhi kr rha h n jo unneces …,negative
@purplemoon _ 613 Kung hnd ko pa checheck bat ka DM ko mukha ni Jungkooky hnd ko maalala na ikaw to HAHAHA,neutral
Baby you did an amazing job today .. i hope you ’ re feeling good .. i wish i would be at your hotel room wating for yo …,positive
Dil k khush krny ko ghalib khyal acha ha .... what a myth :face_with_tears_of_joy:,neutral
@MaryamNSharif ALLAH jise chahe Izaat de r jise chahey zilat dt Dua ha ALLAH Nawaz shareef ko us k khandan ko r u …,neutral
RT @RajheshVaidhya NGK good one ... kudos to the heroes @Suriya _ offl @selvaraghavan @thisisysr,positive
@IndiaToday @OfficeOfKNath SAHI HOGA SAYAD TABHI SIRF APPKI CHANNEL PE YE DIKH RAHA HAI WARNA KUCH BIKAV MEDIA …,neutral
@Mr _ Ez1403 Ja na Pakistani :pig: pig + Dukkar + kutta + suvar ki mix aulad :face_with_tears_of_joy::face_with_tears_of_joy::squinting_face_with_tongue::squinting_face_with_tongue::grinning_squinting_face::grinning_squinting_face::face_with_tongue::face_with_tongue::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::confounded_face::confounded_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:,negative
Aise barish se dosti a66i nahi maaraz tere khud ka gar mitti ka h Ku6 to khyal kar Tera intzar har koi nahi karega …,neutral
@anooymous @IlhanMN What the fuck does this mean apna neeche ka band karke rakhna jyada kholne ki jaroorat hani ??…,negative
Ham tu ak ayena ha tu dikhaya gya dagh chahru ka Jis ku bura laga samna sa hat jay .... We love pak army :thumbs_up::flexed_biceps::flexed_biceps:,neutral
@BCCI @DineshKarthik Happy birthday to you bhai . I pray to BABA VISHWANATH for your good health and bright future .…,neutral
@Gurmeetramrahim good morning pita ji thanks for the new day pls bless me sewa sumrin and parmarth bakso ji …,neutral
@indiatvnews @ITBP _ official @manishindiatv Superbbb voice arjun ji u have :smiling_face_with_open_hands: realy its mean it so much :red_heart: i salute yuh .…,positive
@chhavi Absolutely right But in the history of independent India inclusion & secularism were talked about but nev …,neutral
@Snowycaa Thicccccccc ! XD ( I can confirm that @Snowycaa did this for a dare . I'm one of the witness hahaha .),positive
@rajnathsingh congrats sir .... Lucknow ki shaan bada di aapne ... veerta aur shaurya ki missal ab aap pesh kariyega ... Jai Hind,neutral
@IamHaseebAhmad @majorgauravarya @UN Ha ha ha . Cow mutr peeke we have won all wars against you guys . You should st …,neutral
 :bouquet: Doston My New sad song Pyar ki Raah Kathin written by My big brother Shivendra Sugam ... on …,neutral
@GdBakshiJe Modi ke jitne ka asar vipaksh pe he nahi padosiyo pe bhi hua hai . Bokhla gaye sare ke sare . Modi akela …,positive
@IamImranAshraf Bholy bhayaa . Ufffff dil jeet liya ap ne . Love you imran bhai . Mind blowing ap ki acting hai . ALLA …,positive
@Triumvirate1 @darshanbhatt22 @Cid _ r4y Pori dunya 2019 main or tum log abhi bhi 1971 main :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: Growup Ab kisi ko bhaija to sath khud aa jana,neutral
RT @ooobhaishab @TerriblyMemer ne aate hi half century kr di :face_with_tears_of_joy: Thnku bhai itne like ke liye :beaming_face_with_smiling_eyes:,positive
@pranchal54 @RemovArticle370 @BJP4India Jansankhya aur atikraman desh ka sabse bada samasya hai Beat plastic pollution Jai hind,neutral
@ObcCarvan @Hariramkoushik OBC bhikhari nahi hai aur bhenchod bheemte obc naam ka account bnakar apni maa chuda rah …,negative
@Dr _ fizakhan Pakistani girls photo without Pakistan ka karz Ada karo Pakistani girls for Heera Mandi Mein Bata Do …,neutral
@aleemkhan _ pti Janab Thank you Very Much for your short Break @my place )) May Allah protect you & your family …,positive
@gnnhdofficial @Shahidmasooddr @sayedzbukhari @ImranKhanPTI @PTIofficial @pmln _ org @MediaCellPPP Chalo g BC inhi c …,neutral
@akashbanerjee :OK_hand: CONGRATULATIONS :OK_hand: AKASH BHAI AAP KO PHIR SE 5 SAAL :plus: KA CONTRACT :check_mark: MIL GAYA KeepItUp NOTE - SORRY …,positive
@peaceforchange Husain haqqani sab ap time nikal k mar q nahi jatay is dharti py bojh he ho tum gaddar besharam .,negative
RT @pepsi Nothing like a fresh hit of Pepsi on a day like today :OK_hand:,positive
@Rehan30837935 @jalee _ na @brumbyoz Pehle Tu apna photo DP rak phir bark kar kutte ki tarah Chal bhag yaha bandhar kahika,negative
@SrBachchan Sir need ur blessing on my 9 wedding anniversary myself my wife sonia Pranam you AAP ka ashirwad b …,positive
@Abhishekkar _ CNBC :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: AKA sir ne to CNBC ke pahele bol diya tha,neutral
Nxt five years main India change hone wala hai kyoki modi sarkar bht bda bdlav krne wali hai ... Ye main ni hmare modi sir ka kehna hai,positive
@IamImranAshraf Uff kya acting he Bholey ji apki !!! Kamaal krdya . Aisa koi actor hi nai abtk jo is charactr k saat …,positive
Raand Congress se v Randwa RJD se buri tarah se HAARA vote denewale ko sadhuwad,neutral
RT @Varun _ dvn KALANK in theatres now Zafar aap ka hain A character I loved playing in this epic love story No spoilers please ,positive
@PiyushGoyal @narendramodi Bahut bahut badhai AAP jaise logo ke Karan hi Modi ji Ko majboori Mili hai . isi tarah se …,positive
@TahaSSiddiqui sasty or ghatya nashy kar k ye suwar samjhty is trah ki bakwas kar k humein sasti publicity mil jaegi,negative
RT @sanjaymanjrekar Proud to have been part of thisreleased during 1996 WC time . Great production team that include …,positive
@SKFforlife Haha Overrated kisko bolte hain chuuuu pehle yeh pata kar BC ata pata kuchh nahi chale aate hain …,negative
POGO launches all new show kalari-kids Love the enthusiasm of my little ones when they saw Chhotabheem dancing an …,positive
@f _ i _ r _ k _ i Pakistani to aise hi 1992 ki rote rhte hain uss time to England ne 74 pe kar diya tha all-out . Iss baar bhi wohi ummeed hai :face_with_tears_of_joy::face_with_tears_of_joy:,positive
I wanted to see you in Loksabha @kanhaiyakumar It's OK kanhaiya ji vichaar badlenge desh badlega vidhyarthi …,positive
@JBhrahmin @ankimast Wow tum red plain saree pahen na bahut cute lagegi . Red plain saree with sleeveless blouse . Will look so awasome,neutral
@ChaBoyyHD Chaa .. Can ihave any cheap Ak ? Cuz Ak it's my Fav Weapon .. If u wan we can battle .. if i win u give me …,positive
Day by day this slogan has proven to be true afghani bhagao mulk bachao !,negative
@manakgupta wo election ke liye badha ke btaya tha accpt this is baror media ko bhi bewakoof bnaya h janta ke sath,negative
@republic He is a bemaar bhikhari kutta why was he dying dub his stupid movies in hindi no wonder the people of tn …,neutral
@abpnewshindi ABP news 5 saal se mon nahi bhara Congress ko koste sawal karte ab tweet duwara mazaak urane aare …,negative
RT @SharmaRaghvi EVM hack ka bahana nhi chla paye :winking_face_with_tongue: Ab fir ye saath nikli slips ka le aaye Fir bhi ho gyi bye bye :waving_hand::waving_hand: :squinting_face_with_tongue::winking_face_with_tongue::face_with_tears_of_joy::face_with_tears_of_joy: EVMScandal EVM …,neutral
RT @Laliinsan1gmai1 Dhan dhan satguru tera hi aasra papa g good morning pita g @Gurmeetramrahim @derasachasauda PledgeAgainstCorruption …,positive
Manmohan Singh being considered for party presidents post Ek chuppi hazaar baton se behtar hai usse badhiya udaharan nahi ho sakta,neutral
One India sabka saath sabka vikas sabka visvas,positive
@Aban __ Ind Prothom Kolkata campaigncalling media sangbad Biswa Bangla etc eisob chotokhato channel gulo dekho . Sudhu jai sree ram cholche .,neutral
@kshukla778 @Payal _ Rohatgi Tere maa baap ne bohat badhiya sikhaya hai certificate batna sabko ki kaun kiska chamcha …,negative
I miss them we were a craze .. we used for them .. bas koi kuch galat bolde .. old memories,neutral
@mamata _ for _ PM Mumtaz bano hindu ko dhamki de rahi hai . bengal me hi nai pure desh me hindu ka khoon garam ho chuka …,positive
@brokengaal i love u so much :loudly_crying_face::heart_suit: and theres absolutely nothing to be insecure about bc ur unique in ur own way ok u …,positive
@MaryamNSharif ap beti hein apko beshak apny baap ki yaad ati hoo gi Allah apko hosla dy pr certainly apka baap ek …,positive
Thank you all for supporting @wayuutaya THANK YOU . THANK YOU !!! strongwitheliza samanthajayz angelmartin00 galiya _ s …,positive
@dhruv _ rathee Han to gaand k keede cow meat kliye pehle se bnde convicted h yeh log aur jb ban h to teri maa ko khilane jaa rha tha,negative
It ’ s proud moment for Ganjam that more than 83 students of Odisha Aadarsh Vidyalaya of Ganjam scored more than 90%…,positive
PAKvWI 92 me WI 10 wickets se jeeta tha ajj 7 wickets se jeet gya world cup hamara hai .... Ye wali chawle koi na m …,positive
RT @official _ engr @peaceforchange Sir merey lye bahut khoshi ka maqam hoga agr ap ne mujy reply kya . Love you sir :red_heart:,neutral
I Love You '3000' I said ' Ek raat ka 5000 lungi ' she replied . NewGFKiTalsshMe,positive
@engrzeeshan91 Pr ye oopr jo btaya wo to surgery ni h na :face_with_tears_of_joy:,neutral
@tamannaahspeaks Very nice Tamanna Tamanna very nice I like you,positive
@SachinPilot Apko deputy CM se minister chief kb bnaya ja rhaa h we r waiting,positive
@akshay _ vbk78 @spectatorindex Tera pichwada hai bc :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: jb se modi ji jeete hai jali padi hai :rolling_on_the_floor_laughing: Tabse pichwaade ki jagah muh se hag rahe ho,positive
@SAfridiOfficial Shahid bahi wahab riaz ki bowling mein experience nahi sirf wide aur no balls hi hain,negative
@shirishy _ Isko nikal dia tha world cup 2011 me sayad Ek Banda call p Aya bolta h India england and Australia ni ayga semifinal m,negative
RT @Sukhjaykumar1 PledgeAgainstCorruption @Gurmeetramrahim Good afternoon guru g . bless us and give us power to do more and more Sewa S …,positive
It ’ s so nice seeing the glow-up of people after May-hem :smiling_face_with_heart-eyes: Congrats guys :OK_hand_light_skin_tone: wohooo !!! Bbye Tired Year !!!,positive
@AcharyaPramodk Jitni media ne bjp ke liye prachar ki hai utna to khud bjp ne bhi bjp ke liye nahi surgical strike …,positive
RT @aftabkatauli1 @khanumarfa @thewire _ in @therealnaomib @SrishtiTW Siasat me rawadari hai samajhta hai . Wo roza to nahi rahta iftari sam …,positive
@SAMBIT _ PATRAg @anjanaomkashyap Sab she pahele tere gahr me kanon lago kr kiyo ke teri faimly pr tera kabo nahi he …,neutral
@arjunrammeghwal @nstomar @JoshiPralhad @PIBHindi @PIB _ India Arjun Ji :folded_hands::rose: jai punrasar baba ki Jai Bikaner Rajasthan …,neutral
@theskindoctor13 Doc saab bahut he badhiya video banaya andhere se much better hai,neutral
@MalboBagums Sari shairi tassali aur dilasay pay hi munhasir hoti hai .. warna shairi kyun karay koi agar pas ho kuch :winking_face_with_tongue:,positive
@hSghRjpt1 @Nationalist _ Om gandhi ko ham isliye rastrapita mante hai kyu ki wo ahinsa vadi the ye nahi hote to aja …,positive
@kamaalrkhan If i am not wrong you loved soty 2 naa ??:cat_with_tears_of_joy::cat_with_tears_of_joy:,positive
Samaj mai ye nahi aaraha ki kyun halat mai sudhaar nahi ho raha hai kyun karyawahi nahi ki ja rahi roads per the …,positive
@squintneon Usko toh kejriwal ne khud reject kar diya tha . Education minister toh kejriwal khud bana sakta tha ? Raj …,negative
@sunoo _ chanda make a gentle and nice relation with someone .... life me kisi k sahare ki zarort parti ha,neutral
@dur _ rahiye Sex is cool but after nikah ose phele kise ko hath laga ne ka bhi haq nai hai hume,positive
@KElectricPk Sub bakwas ha ye apni harkaton se baz nhi ayen ge kisi na kisi fault ko jawaz bana kr ye light band ra …,negative
@AamAadmiParty @ArvindKejriwal x cm Shila dixet or under karne wale the feku tum annaji ko b dhokha de diya,neutral
@pramila2710 @DrKumarVishwas Lekin itne kharab result se KUTA BAUNA HARAMI HANDSOME SUVAR SINGH etc ka gussa …,negative
RT @SonuNag13101789 ValueTime _ ValueLife @Gurmeetramrahim @Derasachasauda Pujya guru ji kehte h ki jo insan samya ki kader karte h alasya …,neutral
@imMAK02 Are bsdkk ... Dhruv Tyagi ke bare main kitni bar Muslim aatankwad bola tune ... Vivek hatyakand ke bad teri zu …,negative
@ZarinaBano _ Bharat ka Musalman hamesha secular govt k liye vote karta raha hai karta rahega . Haar jeet 1 sikke k d …,positive
Congress party ne pehle se feku bhakt Media ka agenda samaj liya hote to ye chunav nhi hartefeku bhakt Media ne fe …,negative
@Vipul49997183 @dtptraffic Ghoda Ghaans se Dosti kar lega to khayega kya .. Delhi Sarkaar Home Ministry public ki na …,negative
RT @BurgerKing for real tho we ’ re trying to pay off those loans . introducing Whopper Loans – make a purchase through the BK app for a cha …,neutral
RT @TAETAE _ PH Watching BTSatWembley is making me miss them more . Sighhh I ’ m really hoping for BTS in PH :pleading_face::loudly_crying_face::purple_heart: we miss you everyday guys @BTS …,positive
@asadowaisihe was the first man . What about earlier incidents .. Ab inke Naam se roti pel raha hai ... Shame on you,negative
Need is branch ke students ki hai jisase digiral India par force diya ja sake aur corruption bhi na ho .... Mai shr …,positive
Aap pichla 5 saal se media ka ghatna kramank Ko rewind karke dekhiye jabbi vipaksh ne ruling party ke neeti ke baar …,positive
@htTweets @harijdas7 aur bakwas karma aur TV per galat sandesh dena to kam hua Instead each Congressi Neta aur Kar …,negative
@SatyaHindi @ashutosh83B Desh aaghe baad raha hai ye religion ke naam pe bakwas karna baand karo .. aur tumhare AAP bhaiyon ko bhi shikhao ..,positive
RT @aamir _ khan I'm very sad to hear about Veeruji passing away I had the pleasure & privilege of working with Veeruji He was an amazing pe …,positive
RT @smithmaheshwari * Me as a father * Son - Papa aaj main night study ke liye jau ga Me - kitne baje Son - 10 baje tak Me - Haan …,neutral
@saleem _ mohad ham log ko koe dukh nhi hay tumko hay to Pakistan ja :face_with_raised_eyebrow::face_with_raised_eyebrow::face_with_raised_eyebrow::face_with_raised_eyebrow::face_with_raised_eyebrow::face_with_raised_eyebrow::face_with_raised_eyebrow::face_with_raised_eyebrow:,neutral
@breatheapril I know it's so late for meon this tweet but I just wanna say I really miss you and your n …,neutral
@INCMP MP m Kamalnath government ko vote diye the ki Employment milega pr 6 months ho gye ghanta kuch ni hua na aagey kuch hoga,negative
@StarMoo75329799 @HarunKh67113991 @jandkheadlines @Shehla _ Rashid Krishna tab tha jab tera allah peda bhi nahi hua …,negative
show acha chalna chahiye people dont care kisko chance diya kisko nhi jo main h kisliye hai Entertainment jyada krt …,positive
RT @psf _ team Lathi Goli Ki Sarkar Nhi Chalegi Nhi Chalegi,negative
@AkhileshPSingh Chal be har gaya ab to sudhar ja .. Ki fir se uncle @RahulGandhi ko harwayega . Tere jeson ki wajah s …,positive
@ASIFCHUGHTAI987 @matineees @Payal _ 777 @NavidocSingh @Markhor _ pak @DonPilots @AbdulQa13248496 @KabristaanC …,neutral
@asli _ sapna we eradicate Untouchability & poverty is a sin for life .,positive
@sid _ abu @GulBukhari @GandharaRFE Kute ki tarah bhonkta he jb k ye farishta k cousin ka wo attitude he jo tere jese …,negative
@narendramodi Respected PM Modi jiii Hamare Odisha ka Educational System ka Daityo Aparajita Sadangi mam ko dene ke …,neutral
