sentence,label
RT @ Meetinsan107 # TheGiftOfEducation Volunteer of Dera Sacha sauda sirsa open free coaching center for needy people @ gurmeetramrahim http …,positive
@ Pavancharan24 @ NaaIsm @ vekuvakiranam I believe this is not fake . Let's fight for a cause not the flaws . Please bhaiyya .,neutral
@ rssurjewala Vote pe dhayan de en sab bato se vote nahi milta Hindu Muslim caste pe dhayan de Bina vote bank ke … https // t co / 3RB9zsZ4M3,neutral
RT @ MbVk18 Pakistan WC start hone se Pehle bol Raha tha Sab match Aise khelenge jaise India ke Against khelte h Gaand main se hawa nikal …,negative
lanat on your views and also upon u 1000000 times may u feel better now Hypocrate https // t . co / 1xmdKcJvl7,negative
Mahoday bahut bahut badhai jai hind Jai jawan Jai Kisaan azaade hind manish fauji Gareebo ke khoon paseene ki k … https // t . co / vsaUq8UyIx,positive
@ TheSamirAbbas Hadd hai ye ladki pagal hai . Pagal ka arth hai mentally disturbed . Ranchi ya agra,negative
@ AnushkaSharma @ Sukhbir _ Singer @ imVkohli Bus ab hamari team jitegi hi Kyonki Anushka and Sukhnir Dual ??? God bless all,positive
RT @ iamrajeshburman Watch # BhabijiGharParHai exciting episode on 3jun-5jun . Its Sir Salman Khan Special # Bharat at # Bhabiji with his # Madam …,neutral
@ AsliVikrant007 @ Fake _ Acc18 @ vikrantgupta73 @ CricTalk Yeh kaunsa Naya Pokemon hai ?,neutral
@ SureshChavhanke Abe kutte ki sakal k musalmaan ki wazah se tere ghar ki roti chal rhi hai tere andar dam hai toh 5… https // t co / 2DjVQYvT8y,negative
RT @ is _ salsu Not happy with appointments so far all I see is Men getting appointed . What about women ? Women ain ’ t good as SSGs ? I ’ m watch …,negative
Bhale hi India or Pakistan k beech cricket world cup ka match ho lekin dekhunga to m # JCBkiKhudaai hi So much fun … https // t co / xL6H2UYKiv,neutral
@ asif _ na88 Loru singh tera bap jo brt peshawer par laga raha hai vo teri maa k phudday ki kamayi hai ya baap ki gand ki ?,negative
@ BeingSalmanKhan It means sidhi sadhi ladki best couple,positive
# NoTobaccoDay Tambaku par chetavni likhi hoti hai hi ki ise khane se cancer Hota Hai lekin Sarkar eyes band karane … https // t . co / DY828ztz8q,negative
RT @ khannargt The only thing that i want in my life is to see you happy and always smile 💛 Love you to the moon and back J .💘 # repost cuz i …,positive
RT @ anjaliicreation Bilal - yeh sab mujhpr rely kar rahe hai D fahad Abb toh saari industry tumpr rely karegi beta our boy making us …,negative
RT @ DeepStateExpose @ realDonaldTrump GRAB A COPY OF MY CRITICALLY ACCLAIMED #1 BEST SELLER ' HISTORY OF THE DEEP STATE '!!! Ebook format i …,positive
RT @ Being _ Zeeshan09 Handsome Hunk 😎🔥💪🏻 @ BeingSalmanKhan Bhaijaan Masha Allah Zabardast Fantastic Mind Blowing Awesome Bhaijan 👌♥♥🔥 # Bh …,positive
RT @ UrvashiJaiswal7 Bin tere bin tere bin tere koi kharish h hawaon mein bin tere Please @ justvoot @ anupkofficial bring them back together …,neutral
Narendra Modi Ji Badhayi Ho ... Varanasi ka niwasi hu Aur Hamare ilake ka ek sadak Kafi din se nahi ban Raha hai kr … https // t . co / XGSn8jIpCz,neutral
RT @ Qasimalitariq soch raha hu is baar uski birthday par gift me ek plastic ka dil de du usse khelti bhi rahegi aur tootega bhi nahi .,negative
@ Itz _ aziz __ Congress ne ye nirnay liya hai ki anchor agar insaan ho to jae Bhokne wale kutte ho jaise ki Amish sad … https // t . co / uoplZP0NPo,negative
Time main aya tha tm pubg khel ri the https // t . co / nvWZsU6ibU,neutral
@ Kasheer _ suneel Poora khandan terrorist hai aur ye khud khujliwala kutta 😒 kutto plz maaf karna tumhari insult krne … https // t . co / AG0B6A3XFw,positive
Jab tak Ramji k charno me girkar mangoge nahi paoge nhi ! Bhole baba ne hath khde kar liye Main unke khne pe nhi … https // t co / fMEP7RdPbS,negative
RT @ trulybbh Soompi Award 2019 Best variety show Busted ! Best Idol Actor Sehun Best soundtrack Live OST Best couple Kyungsoo & N …,negative
@ smritiirani ji bahut bahut subhkamnaye ! hope you scale new heights in near future . # CabinetAnnouncement2019,negative
@ RubikaLiyaquat Rubika Di Umar mein aap se kaafi chota hun Par I am a big fan of yours Kabhi naseeb ne chaha to … https // t co / n6lEWZEr56,neutral
Yr 90 k dor ka ek song ha jis ma Adnan Sami na Mujahid k part play keya tha . Adnan Sami ka wo song yad ha to zaror … https // t . co / GTKLZQ3sG2,neutral
@ RTforINC @ yadavdimples Mp chunav me evm ne jitaya janta to Congress ko vote Kiya tha,neutral
@ Jessicalynn _ PhD You ’ re awesome !! Much love and hope to see APSA !,positive
Bhai sree Narendra Modi ji aapko hamari or se bahot bahot badhai ab AAP ko mandir or Dhara 310 ka kaam karna he or … https // t co / hMrRyKZiBc,neutral
@ Ustadjii oye hoye nikey dar eh te seedhi chaper hi hai ve tere moo te . main te sun v nahi sakda ab kahin abey se … https // t . co / sPJ739l3BN,positive
@ Megha94507473 Reminds me famous dialogue of Welcome movie Le Saudi Arabia - 4-5 billion Kya tera baap chood ke Gaya tha ya Teri maa ?,negative
Humare desh k bachoon ko aboard jane ki jarurt hi kyun padhegionly for good job good salary . Isn't India worth tha … https // t . co / ptLo6jboxi,negative
@ yadavdimples @ RahulGandhi BJP wale to bunglow se chori ki hui nal ki tuti wale ko v nikala tha ... sabke achche din aayenge ...,positive
@ nehapant19 @ News18India @ sambitswaraj @ GargaC You can't get Ram by Chanting Jai Shree Ram ...... Ram ko Samjho .. Kri … https // t . co / dtdrR2zNIL,negative
@ Kingsahab786 ye government kya kuch nahi kar sakti ye tumhare bhejeme nahi aayega ..... tum soch bhi nahi sakte ye s … https // t . co / kdg9GcF1Qc,negative
@ Lelo _ na I love it sm 😂 a gone gal 🤣🤣,positive
@ Chatterj1Asking Ab ye kisne afwah failayi h ki computer baba # modi k silent supporter the aur @ digvijaya _ 28 k hi p … https // t . co / az68d2Vz38,neutral
@ MediaCellPPP @ KiranAl39877625 ye khusra Pakistan py hamla krny walo ki fevour krta h Qoom ko Sakht Nafrat h is se,negative
I really have to take a boat to get home out here 🤣 Damn I just want to sleep 🤧,neutral
RT @ Omojuwa Thank you June . Thank you for all the great news . Now go ahead and be the best June ever ! 💜💙❤️,positive
RT @ uqkhan Saving one life saves humanity ! A + blood 6 donors ki fori zarurat hay 29th may ( Wed ) raat 9 bajy se pyhly chahye For bypas …,positive
@ narendramodi adarniya MODI JI apko ek bar fir NEW INDIA ki kaman sambhalne k liye apko HARDIK SHUBHKAMANYE .... in 5… https // t . co / DlrF0wSl4v,positive
@ narendramodi Manniy narendr modi ji ko dusri bar shapth lene ki anant shubhkamnae i hope ap agle 20 salo tak … https // t co / RbTQvivy8Q,positive
@ umair __ 56 @ seebi17 Ggggg bilkul ! 😂😂🙏🙏 Meri characteristics btaa dyna bajii baad my bura na many 😂😂😎,neutral
NAHI CHHODNA CHAHIE KYONKI AGAR CONGRESS MUKT BHARAT LANA HAI TO INKA CONGRESS KA ADHYACHH HONA JARURI HAI https // t co / Swpd6mOjL8,neutral
@ DEVENDRACHATUR1 hope soo sir .. aapka gyan is marvelous 👌,neutral
@ Nawab _ ZaDa _ Here @ Syedees @ itx _ Bilal _ @ Acid _ 6969 Likhna to sekhly teesri jamat fail 🤣😈🔥,neutral
@ manakgupta Dear manak dont insult modi ji this is wrong data Kya kami rakhi hai unhone tumhe palne ki Namak ka khyal rakho,neutral
@_ Mansoor _ Ali mansor tu bi lafafa leta he main app ko ke ra ho ye Tweets maro tu meri baat nhi sun ra Pakistan ke w … https // t . co / SGM5TliksD,negative
# HappyBirthday Cute Sweet Lovely Pretty Nd Beauty Queen # JenniferWinget ! I Hope Aj Ka Din Tumhare Liye Khushiyo … https // t . co / oDZA9j9VZz,positive
South Africa Ki bowling India 🇮🇳 ke sath hi chalegi kya 🤔🤔😀 # SAvBAN # CWC19,neutral
@ DeepsUnique3434 @ narendramodi Sir apko bolna chata ho ke apna election ma modi jig ko ram ka bhai lashman ka sat d … https // t . co / twGyEJpsRO,neutral
@ smritiirani @ TajinderBagga @ MODIfiedVikas Jai Shri Ram ..... My parents are big fan of yours ... Since kyunki Saans … https // t . co / 1YMoqUZmLk,neutral
Live Urdu # FridaySermon delivered by the head of Ahmadiyya Muslim Community Hazrath Mirza Masroor Ahmad,neutral
Sir ji 2007 world cup middle order me batting krne ka chance mila us time apka experience aur feeling Kya thA # SachinOpensAgain,neutral
Aap Sirf Gandhi Parivar Par Kyun Bolte Ho Aur BJP Mai Kya Parivarwad Nahi Hai ? Unke liye Kyun Nahi Bolte Ho ? Kya … https // t . co / 4X9SXeJBXy,neutral
@ baeyonsi No mind them jare but you fine sha o https // t co / AKTnPiKcGq,neutral
@ betterpakistan Teri maa ne bhi tujhy PhD karwai thi yad hai Special Corruption Group ki . Bohot Beghairat qisam ke … https // t . co / KotqYIDJqJ,negative
@ abdulla05442160 ji bilkul abdullah ji zarur dua krungi ..... allah sb khair krne wala hai ..... jazakallah,neutral
RT @ wunderbarfilms We love you back 500M + guys ❤️ We are speechless by the way you guys showered love on our # RowdyBaby . We mean it . Much …,positive
@ Stylix15 Modi sb bhi kry gy support tension lyny ka nai deny ka or Chany khany ka great words by Dr Murli Parsad Sharma 😂,neutral
@ RanaAyyub @ PostOpinions Take care bibi ! Allah khair ! No more stupidity will be tolerated now ! Bismillah ! Amitbhai ki Jai !,negative
Ran into your brother tonight man ... hes doing well for himself and his family . He ’ s moving to Oklahoma can you bel … https // t . co / kfgwtD2XaG,negative
@ shahid _ siddiqui Janta ne Pragya ko chuna hai Ab Shahi Suvar Boforswale bhi kuch ukhaad nahi sakte,negative
Hello @ unlimapps can you mod gaana music app . There is no mod for iOS,negative
@ KapilSharmaK9 congratulation for this award Love you so much Hame laugh kerne ke liye @ akshaykumar … https // t co / mlpJV3ykii,positive
@ MrsAnjumara jaise log jab jab Nawaz Sharif k paas se guzarte thay to WO naak band ker leta tha ... Is bechari ko to … https // t . co / OLDHpliCzE,neutral
@ ZeeNewsHindi What's wrong please explain zeenews hindi . Bhakat prahlad bhi to usi family se belongs kartha tha . And holi ka bhi .,positive
RT @ sharmaprachi61 Hai Sabse Super Modi Hai Sabse Uper Modi # DeshKaGauravModi # ModiAaGaya # Namo _ Again # ModiReturns https // t . co / 8mDjLfD …,neutral
Kya Sarfraz Ahmed ki performance bhi ek reason he Pakistan ke losing streak me ? And kyu itne back to back kharab p … https // t . co / 5jqePt65S6,neutral
@ AmitShah @ narendramodi Congratulations Sir we proud of you .. Aap pr pura jakeen hai .. aap bohat achaa home minister Honga .. ),positive
@ peta Then what the fuck are we gonna eat cereal with fucking water ?,negative
RT @ Bhuwane18236211 Modi ji ki appeal pr 1crore se adhik logo ne gas subsidi chhodi Kya Modi ji ki appeal pr des ke 88 % crorepati sansad D …,neutral
@ AamAadmiParty @ ArvindKejriwal Sahmgam vihar aap vidhayak is soo very bad celection on your next vidhayak,negative
RT @ zarrarmalik Super Hilarious but True Reality of these NOORA HARAMKHOR FAMILY 🤣😀😜😀 @ ImranKhanPTI @ ZaidZamanHamid @_ GhulamMustafa _ @ abasi …,neutral
@ niraj __ dwivedi @ yogrishiramdev arre baawle teri hi aankhein band thi lagta hai 2 saal se ... twiitter check kar le b … https // t . co / tcy2MP5wjv,neutral
RT @ armyindonesiaa2 Lagu yang dinyanyikan saat Soundcheck Wembley Concert hari ini adalah - Best of Me - Mic Drop - Fake Love Masih ter …,positive
@ RJDforIndia Avi bhi samajh mae na aaya tho party band ho jayegi ... Socho kyo hare .. Ye nahi ki dusra kyo jeet raha … https // t . co / gMh7IvnHaK,neutral
RT @ Naveen _ Skfc Good Morning Cute @ Siva _ Kartikeyan Annaa 💕😍🤗 Happy Sunday Annaaaa 😁😁 https // t . co / go4afvwOVh,neutral
चोली के दुकान Tufan Diwana VIDEO SONG | Bhojpuri New Song 2019 DJ Remix https // t . co / d7va1qIoaO via @ YouTube,neutral
@ Nehr _ who @ TypoMantri @ anjanaomkashyap Pagal hai kya ? They aren ’ t real issues Mandir is important Hindu khatre mei jo hai !,neutral
@ ShikhaPathak18 @ SuPriyoBabul @ MamataOfficial Jai Shree Ram mamtaji pranam AAP seen mukhya mantri bank the Aashirwad Jai Shree ram,neutral
@ anjanaomkashyap “ APNA TIME AYGA ” this song was generally inspired by Our very own Atal ji ❣️,negative
@ Questperfection Arjun reddy was good ... but aaj mene mard ko dard nahi hota dekhi .. it was ❤❤,positive
@ SaipallaviFC @ Sai _ Pallavi92 Nice pallavi i am big fan marri 2 hindi kab aaega,positive
maksad hatya aur loot kr ne ke hote hai late rk singh ke chhote bhai aur bhatije aur in ke ristedar broker criminal … https // t . co / A3A4duvSnm,negative
@ TwitterIndia hadd hoti hai ...!! How can you do the same wrong again ! Make the account of @ TrueIndologyliv live !,negative
Love you @ BeingSalmanKhan bhaijan https // t co / buR0XrMayk,positive
Bannu Thana Domel Ki Hudood Chashmai Me Police Muqabla Police Ehlkar K Qatal Samet 6 Muqadmat Me Matloob Moeen Ullah Mara Gia .,neutral
@ sonamJain001 Chokidaro se chor ko hi paresani hoti he . Sunneme aayahe Rahul dapli bajarahe he aur Sonia gaa rahi h … https // t . co / 86vDcatzhB,negative
@ Crank _ that _ @ observer1076 @ MamataOfficial Tera baap ko darrpok mat bol halala product . Thoda izzat de Tere jaise … https // t . co / CItsbAA79b,negative
@ TarekFatah Bas isse jyaada badi tumhari soch ho bhi nhi sakti jo kisi ko clothes se judge karte ho .... Shame on you Sir ... @ TarekFatah,negative
@ vipkatelayne Whole lota love led zep . Gets me going every time,positive
RT @ AmizaSherry Your 100th signal . Thank you for visiting your fancafe . A little thing that brings great happiness to us your fans . Have …,positive
@ News18UP @ myogiadityanath Bjp jindabad tha aur rhega Up chunav me bhi bjp hi jitegi Kyo ki hm unse behtar kr rh … https // t co / 1QMXS5GeDz,positive
RT @ hasnu _ SA England NZ kitnay World Cup T 20 Cup Champion Trophy Jeetay Hai ? Aur unkay mukablay Mei hamaray players ko kitni facilities …,positive
@ DurkeYap HAHAHAHAAH fuck wa koy salig lucas doh hapit na injury time,neutral
RT @ btsportfootball I sacrificed a lot for this ! I am so happy ! I'm just a normal lad from Liverpool who's dream has come true ! Mo S …,neutral
@ KTRTRS good afternoon sir here in the colony of Madhavaram Nagar Kukatpally hyd Akshara the school is opening at sixth june pls note sir,neutral
RT @ BabarBaAishKosh Me looking at Mayoos o Manhoos tweets about Pak batting . Na mayoos toh tum log aisay ho rahe ho jaisay Pak team ki lon …,neutral
RT @ hinasafi Ab ye chor $2000 ki drug bolkay funding laingay ( read KHAYENGAY ) aur $8 ki drug Australia se manga k dou chaar din Sindh main …,negative
RT @ RAMESHMDALWADI @ DrAshish _ A1 @ abbas _ nighat @ RubikaLiyaquat @ Payal _ Rohatgi @ NitaMAmbani @ aroraups @ KuberJamnal You are so brave girland …,positive
@ EkAbhijeet @ Bollyhungama @ akshaykumar @ vidya _ balan Monday bakri eid h wom badia hua toh 💯 kr skti .. 15-20mint ka role h shyd sir ka,positive
@ BulwarkBoy @ amitbehere @ Sanginamby They use Ram Bas Aur yehi log bolte h Hindu terrorist nahi ho sakta saffron … https // t co / hs1ZSnEINo,negative
RT @ saiinstitutechd Sai institute of manimajra chandigarh best place for learning free Computer courses under pmkvy PRADHAN MANTRI KAUSHA …,neutral
Fuck off .. yh penally nhii thii yaar .. # UCLFinal,negative
RT @ ErHimanshuRajp1 @ MukeshT82425418 @ kanhaiyakumar Bilkul shi Abki bar is suar ko hi goli mari jaye,negative
@ GunjanRaaz @ asadowaisi @ irshad _ gm @ MdAbid42839130 Sayad 5 years to bjp ki government hi thi to pehle hi Nikal deti … https // t co / OGLuj89dVw,neutral
@ sambhashan _ in @ Satyend71267811 @ UmeshKu57660152 Aaap ki baate kabhi v galat nahi hai . 🙏🙏🙏🙏🙏🙏🙏🙏,neutral
@ MamataOfficial JAI SHREE RAM . JAY HANUMAN JAI SHREE KRISHNA . JAI SHREE RAM KITNE MOOH BANDH KAREGI HARAMZA … https // t . co / joQsVW5yLW,neutral
@ dtptraffic @ DelhiSentry @ DelhiPolice @ LtGovDelhi Haha Abe hai he nhi uski number plate Lol Hadd hai kaam chori … https // t co / jmduDAaNq5,neutral
@ sanjaynirupam @ Dev _ Fadnavis Azaadi azaadi wala ko ticket deta hai hindustan se bada ho gaya gandhi Freedom to speech ab kaha gaya,negative
@ MaryamNSharif tum log begairat km'aqal or iqtadar prast ho chuky ho @ BBhuttoZardari @ MaryamNSharif yha chor k … https // t co / eXhRXH064E,neutral
@ KapilSharmaK9 @ Krushna _ KAS I wish aisa rishta fir se @ WhoSunilGrover k saath bhi ban Jaye comedy ki duniya aapki ho jayegi 🙏,positive
Aapki Aukat Aapko Yeh trailer Dekhne Ki Anumati Nahin Deti Watch the new trailer video from Article 15 # trailer … https // t co / fDK3PZFkWp,neutral
Sun be ghi ke .. ab to teri g faadunga suwar ke .. tu ek suwar ka hai ya kyi musalmaan teri ma mei ghuse the https // t . co / PbVDtPuM3f,negative
@ PoliticalWire _ Congress me Gandhi parivar ke alava party ka prisident kyu nahi bante ??? Iska sahi javab diya to me … https // t co / 3CLh9VdPbQ,neutral
@ sialkot in 3 good hrs . ~ overtake meri jawaani speed mera na خ ra ft . Nana the risky boy,neutral
@ chintskap I hope u will come soon .. I wish good for your healthe ... We lov u sir ... One day u look Dariya ( sa … https // t . co / cTbU61szCB,positive
@ erbmjha @ sardanarohit @ sardanarohit ji aapko Khan Market gang ne target me le liya hai aapke iss statement ke baad,neutral
FOR SALE BY OWNER Split level home in great neighborhood 3bd 2bth all appliances deck 3/4 acre property low ta … https // t . co / 9FrUj9TGcX,positive
@ iavikDsaha @ idevadhikari bhai sob manush bhalo hoi . Somoy oi manush ta ke change kori dei . Aap Bahut Aacha dance kar … https // t . co / nc4HZ9EX8m,neutral
@ TheRealPCB Ik sahab jab pm nahi thay tu tanqeed karte thay Yeh married pe team nahi hai Sub relo katto hain Aj b w … https // t . co / tef4X8y5HY,negative
@ DeepakLahri3 @ aamajeed @ zainabsikander Muslim gar mai peda hone se muslim banta hai sachcha muslaman nahi ..... qura … https // t . co / E2zE6E3NiD,neutral
ye MP m congress ki sarkar h koi majak h kya ? Unki sarkar bhi ho aur bijli bhi 24 ghnte aaye ye bhi koi baat h … https // t . co / eImfpF4iiA,positive
@ Kat _ Upendi @ Kuhle _ Maseko Zulu Skywalker is a great choice ✨,neutral
@ JM _ Scindia Meri baat nhi suni apne Congress se prem mehanga pada na or aankh band krke atyachar sehne ka paridam d … https // t co / XTFp4bhC1N,negative
Kaise chutiye log hai mandir abhi bana bhi nahi hai but India's unemployment rate sunkar mandir hi yaad aata hai … https // t . co / 0hUEwo1XvP,neutral
@ thinkeeng @ br __ sharma @ priyansishrma16 @_ garrywalia @ OfficeOfKNath bhai Mera bharat Mahan Bharat ki jai aur mata … https // t . co / Da62OtcLnr,neutral
@ LambaAlka Jb L P G price hike hone se public ko koi problem nhi hoti tb ab India ki total problem solve smjho,neutral
@ ibne _ haytham @ SnehaNa13439620 @ Raqibsyed1 @ SabahKashmiri @ Ibne _ Sena @ ZakirKhan012 Kuch Yaad Aaya https // tco / DAWi4YG59f,neutral
@ anilvijminister Ambala civil mey toe aapk pass Ortho ka ilaz bhee nahi hai,negative
@ Ra _ Bies By being blocked aapke acche din aa gaye .,neutral
@ HardikPatel _ saalaa chutiya ... kala jabaan le ker aaya hai ... jab dekho shikayat karta rehta hai jaise ki khud k … https // t . co / 8nvPJu39LP,negative
@ ZeeNews @ asadowaisi One more thing ... think before you talk ... becoz tenants have to pay rent ... Aur aap se to abh … https // t . co / OwLy2IXi8J,neutral
RT @ absdrewsmith13 Thank you @ itsdredesu for the acknowledgement !!!🤗 Nakakatuwa naman ! hehe https // t . co / OizUgbjkba,positive
@ aditeelicioux Filters ka sitam kuch iss kadar hai ki smjh nhi atta ke Chehra haseen hai ye filter selction .,positive
@ utkarsh _ kalia @ kavee _ thaa What ??? You want hindi for uneducated people ?? Nice having a conversation with you bro .… https // t . co / i7X4RbPXv8,neutral
VIDEO Love Affair With Life by Sade UK B-Side 1983 https // t . co / GqtNbS6cFi # sade # sadeadu # 1980s # 80smusic,positive
Sobrang advantage na rin talaga siguro na isa ako doon sa mga bata kasi halos karamihan sa kanila ang dami dami na … https // tco / 7javRm4uQB,neutral
@ sardanarohit Is baat mein koi shanka nahi hai . hydrabaad hi nahi aise bahut se Muslim bahulak ilake hai jo aantankw … https // t . co / 40vlV3Ux3W,negative
👍 on @ YouTube EID MUBARAK at HADIYA + trabaho vlogs https // t . co / CDjaERcSYo,neutral
@ megirish2001 Agar Hindu ka mind rig hogaya tho qayamat ajayegi Please support the demand for declaring India as H … https // t co / rOaweXP322,negative
@ Shehzad _ Ind @ narendramodi Love to see the happiness on mothers face Parmatma aise khushi har maa-baap ko dae … https // t co / 36pMT2vSt2,positive
@ 2Sunochanda @ moniccabing @ Saima _ Creations Tum akeli nahi ho jo Suno chanda dekhti hai ... A lot f ppl watches d sho … https // t . co / Ah7LFUvtSl,neutral
Sammaniya p . m . modiji WA s amast kendriya mantrymahoday ke Bharat ka pratinidhitwa Sambhal ne par Hardik subhkamanay … https // t . co / YQ6toXfBBp,positive
RT @ NitinBa35467868 @ surajprakashbai jinka b exam achha nahi hua sbne fake representation daal diya aur sbka admit card aa gya .. i hope R …,negative
@ SChaudharyINC evm ka Rona band Karo Isse kuchh Nhi hone wala h aaj ki Janta samjhdar ho chuki h agar Janta Prgya t … https // t . co / JfaEPb6QIS,neutral
@ Officialneha But dear window me se ye kon dekh raha hai 😂😂,neutral
qaqi kalaban ko pala kanina sa classic yung nexplay mb hahaha mamaw solidmb,neutral
RT @ ronibats Amazing detail ! 😲 7 Tesla MRI of the brain for all you neuro geeks out there ! # NSGY https // t . co / jYcKilw5SE,neutral
@ LambaAlka Ouhh pleasesuch a bullshit statement .. He's perfect fr this ministry .. just an example of Meritocracy .. A … https // t . co / VIEu9OduVf,neutral
@ narendramodi Jai hind PM Sir Sir hame ab sirf aap pe hi visvas h Sirf aap h jo is desh me system lago kr sakte ha … https // t co / YsEV7td8Gu,positive
RT @ Sandeep16049517 @ narendramodi Hamare desh ke asli hero Manniy @ Modi Ji Ko hardik badhai Aapki @ Jeet se aapse jada Mai @ khush hu kas …,positive
@ EngrJu @ ImranKhanPTI Phir bhi govt ne Iss umrah pay kharach 57 million bara diya . Purane waqaton ke tamam kharchon … https // t . co / dual3BWMoG,neutral
@ deepadoc @ DRMJaipur @ NWRailways @ RailMinIndia @ PiyushGoyal Nahi ye matter nahi tha yaha seat available hi nahi t … https // t . co / TNeHXflQ0i,neutral
@ ArvindKejriwal AAP ka karyakarta to niswarth hai .. lekin aap to bahut bade swarthi ho .. karyakarta party ke liye k … https // t . co / 0B2PZYUq4U,negative
is election ki sabse bari khasiyat yahi raha ki jita wahi jisne modiji or balakot per sawal nahi uthaye,neutral
@ ALIZAFAR _ 1980 @ asadowaisi Tum vote Apne experience pe dete ho ya jo sunte ho ?? Mai vote Apne experience pe hi doon … https // t . co / JvL3tpoD0n,neutral
@ MLArajeshSP Molc member kya hota hai re 😂 BC pahle likhna sikh le bad me @ Payal _ Rohatgi ko gyan dena 😂 Ye Spai pelwa … https // t co / 5xEVEvDtOv,negative
@ misscvstro - archi - books - scrh ö d hi apple hehe alam ko miss mo ako char ahahaha ggood luck sa college !! ingat alwaysssss,positive
@ andibeth012 @ beautifulgorila Seamus sez woo Hooo happy endings always good ! # Adoptdontshop # SeamustheBullDog https // t . co / A0Im6UcJcw,positive
Mard ko thora magrur thora bad lehaz hona chahia .... uski ankh ma gussa or awaz ma roab hona chahia . Jo dil hatheli … https // t . co / R13WLEooIy,positive
@ jam _ kamal Hahaha look who is saying this ? Aap ka khandan jo har govt ka hissa raha 3rd generation CM bani hai phi … https // t . co / ymuRXsez6c,neutral
@ sherryontopp @ RahulGandhi @ priyankagandhi @ ahmedpatel @ INCIndia @ IYC @ MahilaCongress Oooyyee sun tune to Kaha ke j … https // t co / zBlZFRsGcH,neutral
@_ Akatowari Yo carbonada menos mal a mis hijos les gusta o me tiran la chala jajajajajaja,neutral
@ arunjaitley Aap ke jald swasthya ki kamna karte hain sir You are a great MP in india,positive
Modi ko iss desh se nikalo — Aukat hai to nikaal le https // t . co / sKQmaKk00w,negative
@ narendramodi @ mangeshkarlata Dher saari badhaiyan Wish you all the best aapke aage ki vichardhara ko fir ek baa … https // t . co / h8feUrHGAJ,positive
RT @ pranav _ gelani @ IndiaToday @ waglenikhil @ Tejasvi _ Surya @ rahulkanwal @ Tejasvi _ Surya what a reply Dil khush kar Diya aapne 😄 Happy to ha …,positive
@ sarfarazkhush @ SarfarazA _ 54 Captain bhut Khushi hoi apni koumi shanakht ko uja gar karty hoi is lebass Mei malboos … https // t co / hDWNVBUhJM,positive
@ jelaialivio1 Hahahahahahahah ataya wa kita ni follow ka abi nakog followers nata sorry jelai hahahahahahahahahahahhahahahahah labyu zel,neutral
